日期时间,代码,中文名称,英文名称,交易类型,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额,买一,卖一
2026/02/03 16:08:24,01855,中庆股份,ZONQING LTD,,1.28,0.01,0.7874,1.27,1.3,1.3,1.26,11014000,14080140,1.28,1.29
2026/02/03 16:08:24,01856,依波路,ERNEST BOREL,,1.83,0.03,1.66667,1.8,1.84,1.84,1.84,28000,51520,1.73,1.83
2026/02/03 16:08:24,01857,中国光大水务,CEB WATER,,1.58,0.03,1.93549,1.55,1.55,1.59,1.55,422000,665900,1.56,1.58
2026/02/03 16:08:24,01858,春立医疗,CHUNLI MEDICAL,,14.32,0.3,2.1398,14.02,14.36,14.5,14.07,664250,9489728,14.32,14.35
2026/02/03 16:08:24,01860,汇量科技,MOBVISTA,,14.45,0.35,2.48227,14.1,14.3,14.8,14.17,18502255,267742035,14.35,14.45
2026/02/03 16:08:24,01861,保宝龙科技,PRECIOUS DRAGON,,1.95,0.0,0.0,1.95,0.0,0.0,0.0,0,0,1.9,1.95
2026/02/03 16:08:24,01862,景瑞控股,JINGRUI HLDGS,,0.016,0.0,1e-05,0.016,0.0,0.0,0.0,0,0,0.0,0.0
2026/02/03 16:08:24,01863,中国龙天集团,CHI LONGEVITY,,1.37,0.0,0.0,1.37,0.0,0.0,0.0,0,0,0.0,0.0
2026/02/03 16:08:24,01865,鹏高控股集团,PENGO HLDG GP,,0.255,0.0,0.0,0.255,0.255,0.255,0.25,20466800,5167799,0.25,0.255
2026/02/03 16:08:24,01866,中国心连心化肥,CHINA XLX FERT,,10.52,0.25,2.43428,10.27,10.41,10.52,10.0,6814744,69462232,10.49,10.52
2026/02/03 16:08:24,01867,标准发展集团,STD DEV GROUP,,0.209,-0.001,-0.47619,0.21,0.21,0.21,0.209,90000,18820,0.203,0.21
2026/02/03 16:08:24,01868,同方友友,NEO-NEON,,0.365,0.0,0.0,0.365,0.0,0.0,0.0,0,0,0.36,0.375
2026/02/03 16:08:24,01869,猫屎咖啡控股,KAFELAKU COFFEE,,0.117,0.003,2.63158,0.114,0.117,0.117,0.117,30000,3510,0.115,0.12
2026/02/03 16:08:24,01870,益美国际控股,ACME INTL HLDGS,,0.52,0.03,6.12245,0.49,0.495,0.52,0.47,12505000,6222000,0.5,0.52
2026/02/03 16:08:24,01871,向中国际,CHINA ORIENTED,,0.36,-0.005,-1.36986,0.365,0.35,0.36,0.35,164000,57480,0.35,0.36
2026/02/03 16:08:24,01872,冠轈控股,GUAN CHAO HLDGS,,7.02,0.33,4.93274,6.69,6.69,7.02,6.69,1345000,9183400,6.89,7.08
2026/02/03 16:08:24,01873,维亚生物,VIVA BIOTECH,,2.35,-0.11,-4.47155,2.46,2.48,2.53,2.34,12645500,30606737,2.34,2.35
2026/02/03 16:08:24,01875,东曜药业－Ｂ,BIODLINK-B,,4.1,0.04,0.98522,4.06,4.06,4.11,4.05,782800,3192680,4.08,4.1
2026/02/03 16:08:24,01876,百威亚太,BUD APAC,,7.81,0.06,0.77419,7.75,7.84,7.87,7.73,8965522,70119197,7.8,7.81
2026/02/03 16:08:24,01877,君实生物,JUNSHI BIO,,20.74,0.24,1.17073,20.5,20.56,21.08,20.22,3086592,63903735,20.74,20.78
2026/02/03 16:08:24,01878,南戈壁,SOUTHGOBI,,2.02,0.01,0.49751,2.01,2.01,2.07,2.0,102550,206650,2.02,2.05
2026/02/03 16:08:24,01880,中国中免,CTG DUTY-FREE,,92.55,2.55,2.83334,90.0,90.2,92.75,88.6,2279006,207421521,92.5,92.55
2026/02/03 16:08:24,01882,海天国际,HAITIAN INT'L,,24.02,0.52,2.21277,23.5,23.1,24.24,23.1,1669457,39872008,24.02,24.04
2026/02/03 16:08:24,01883,中信国际电讯,CITIC TELECOM,,2.54,0.02,0.79365,2.52,2.52,2.55,2.51,3096557,7839189,2.53,2.54
2026/02/03 16:08:24,01884,ＥＰＲＩＮＴ集团,EPRINT GROUP,,0.111,0.0,0.0,0.111,0.0,0.0,0.0,0,0,0.11,0.116
2026/02/03 16:08:24,01888,建滔积层板,KB LAMINATES,,14.99,0.55,3.80886,14.44,14.62,15.09,14.47,13476000,200108236,14.98,14.99
2026/02/03 16:08:24,01889,三爱健康集团,SANAI HEALTH GP,,0.455,-0.005,-1.08695,0.46,0.455,0.455,0.455,20000,9100,0.455,0.47
2026/02/03 16:08:24,01890,中国科培,CHINA KEPEI,,1.3,-0.02,-1.51516,1.32,1.32,1.32,1.28,1336000,1736320,1.29,1.3
2026/02/03 16:08:24,01891,兴合控股,HENG HUP,,0.147,-0.012,-7.54717,0.159,0.147,0.147,0.147,68000,10196,0.146,0.157
2026/02/03 16:08:24,01894,恒益控股,HANG YICK HLDGS,,0.026,0.001,4.0,0.025,0.025,0.026,0.025,10845000,276485,0.025,0.026
2026/02/03 16:08:24,01895,鑫苑服务,XINYUAN PM,,0.46,-0.01,-2.12766,0.47,0.465,0.465,0.46,10000,4605,0.46,0.475
2026/02/03 16:08:24,01896,猫眼娱乐,MAOYAN ENT,,7.3,0.04,0.55097,7.26,7.34,7.43,7.16,5106200,37268009,7.29,7.3
2026/02/03 16:08:24,01897,美亨实业,MILLIONHOPE IND,,0.49,0.0,0.0,0.49,0.0,0.0,0.0,0,0,0.49,0.51
2026/02/03 16:08:24,01898,中煤能源,CHINA COAL,,10.97,0.02,0.18265,10.95,10.95,11.07,10.75,10040494,109779666,10.96,10.97
2026/02/03 16:08:24,01899,兴达国际,XINGDA INT'L,,1.51,-0.01,-0.6579,1.52,1.52,1.52,1.49,1406000,2110290,1.51,1.52
2026/02/03 16:08:24,01900,中国智能交通,CHINA ITS,,0.275,0.005,1.85185,0.27,0.255,0.275,0.25,259786,68959,0.27,0.275
2026/02/03 16:08:24,01901,飞扬集团,FEIYANG GROUP,,0.4,-0.01,-2.43902,0.41,0.4,0.405,0.395,2458000,983250,0.4,0.405
2026/02/03 16:08:24,01903,JBB BUILDERS,JBB BUILDERS,,3.0,-0.16,-5.06329,3.16,3.03,3.07,2.95,798000,2395500,2.97,3.0
2026/02/03 16:08:24,01905,海通恒信,HAITONG UT,,0.78,0.0,0.0,0.78,0.78,0.79,0.78,2524000,1977240,0.78,0.79
2026/02/03 16:08:24,01906,博尼控股,BONNY HLDG,,0.54,-0.04,-6.89655,0.58,0.55,0.56,0.53,7150000,3921900,0.54,0.56
2026/02/03 16:08:24,01907,中国旭阳集团,CHINA RISUN GP,,2.58,0.01,0.3891,2.57,2.58,2.61,2.47,14281000,36334490,2.55,2.58
2026/02/03 16:08:24,01908,建发国际集团,C&D INTL GROUP,,16.2,0.31,1.95092,15.89,15.6,16.4,15.6,11997612,193319460,16.2,16.22
2026/02/03 16:08:24,01909,火岩控股,FIRE ROCK,,2.5,0.05,2.04082,2.45,2.45,2.5,2.45,31500,77705,2.36,2.57
2026/02/03 16:08:24,01910,新秀丽,SAMSONITE,,19.11,-0.07,-0.36496,19.18,19.5,19.59,18.9,3877545,74106377,19.11,19.12
2026/02/03 16:08:24,01911,华兴资本控股,CR HOLDINGS,,4.14,-0.08,-1.89574,4.22,4.28,4.28,4.01,1063200,4374801,4.14,4.2
2026/02/03 16:08:24,01912,康特隆,CONTEL,,0.55,-0.01,-1.78571,0.56,0.51,0.55,0.51,55000,28700,0.53,0.57
2026/02/03 16:08:24,01913,普拉达,PRADA,,39.46,-0.46,-1.15231,39.92,40.46,41.6,39.08,1868442,73939480,39.44,39.46
2026/02/03 16:08:24,01915,泰和小贷,TAIHE M-FIN,,0.265,0.0,-1e-05,0.265,0.0,0.0,0.0,0,0,0.0,0.0
2026/02/03 16:08:24,01916,江西银行,JIANGXI BANK,,0.7,0.01,1.44927,0.69,0.69,0.7,0.69,109500,76600,0.69,0.7
2026/02/03 16:08:24,01917,豆盟科技,DOUMOB,,0.114,-0.011,-8.8,0.125,0.117,0.123,0.114,430000,50310,0.111,0.122
2026/02/03 16:08:24,01918,融创中国,SUNAC,,1.14,0.01,0.88495,1.13,1.17,1.21,1.1,435159001,496780141,1.13,1.14
2026/02/03 16:08:24,01919,中远海控,COSCO SHIP HOLD,,13.76,0.21,1.54982,13.55,13.7,13.92,13.6,27387880,377384173,13.74,13.76
2026/02/03 16:08:24,01920,中国网成,CHINA WACAN,,0.475,0.05,11.7647,0.425,0.425,0.475,0.425,4640000,2140385,0.465,0.48
2026/02/03 16:08:24,01921,达力普控股,DALIPAL HLDG,,6.02,0.02,0.33333,6.0,5.98,6.08,5.91,5400000,32226340,6.0,6.02
2026/02/03 16:08:24,01922,瑞森生活服务,RUISEN LIFE SER,,1.36,0.0,0.0,1.36,0.0,0.0,0.0,0,0,0.0,0.0
2026/02/03 16:08:24,01925,旷世芳香,KWUNGS AROMA,,1.15,-0.01,-0.86207,1.16,1.17,1.17,1.15,28000,32480,1.15,1.18
2026/02/03 16:08:24,01927,久久王,JIUJIUWANG,,0.136,0.006,4.61539,0.13,0.13,0.136,0.129,1190000,156575,0.13,0.136
2026/02/03 16:08:24,01928,金沙中国有限公司,SANDS CHINA LTD,,18.0,0.28,1.58014,17.72,17.87,18.07,17.49,28875617,515395878,17.98,18.0
2026/02/03 16:08:24,01929,周大福,CHOW TAI FOOK,,14.04,0.2,1.44509,13.84,13.84,14.1,13.66,18719371,260941106,14.03,14.04
2026/02/03 16:08:24,01930,勋龙,SHINELONG,,0.385,-0.005,-1.28205,0.39,0.375,0.385,0.375,72000,27480,0.355,0.385
2026/02/03 16:08:24,01931,华检医疗,ETHK LABS INC.,,1.28,-0.21,-14.09396,1.49,1.5,1.53,1.27,10624000,14303530,1.28,1.3
2026/02/03 16:08:24,01932,中漆集团,CPM GROUP,,0.22,0.0,0.0,0.22,0.22,0.22,0.22,8000,1760,0.22,0.27
2026/02/03 16:08:24,01933,元力控股,ONEFORCE HLDGS,,0.12,0.0,0.0,0.12,0.0,0.0,0.0,0,0,0.113,0.129
2026/02/03 16:08:24,01935,嘉宏教育,JH EDUCATION,,0.92,0.0,0.0,0.92,0.0,0.0,0.0,0,0,0.87,0.93
2026/02/03 16:08:24,01936,利特米,RITAMIX,,0.71,0.0,0.0,0.71,0.0,0.0,0.0,0,0,0.7,0.73
2026/02/03 16:08:24,01937,佳辰控股,JIACHEN HOLDING,,0.196,-0.004,-2.0,0.2,0.0,0.0,0.0,0,0,0.193,0.196
2026/02/03 16:08:24,01938,珠江钢管,CHU KONG PIPE,,0.365,0.03,8.95523,0.335,0.35,0.375,0.35,244000,90200,0.34,0.375
2026/02/03 16:08:24,01939,上善黄金,SHANGSHAN GOLD,,0.88,0.1,12.82051,0.78,0.78,0.91,0.78,5340000,4577540,0.87,0.88
2026/02/03 16:08:24,01940,CGII HLDGS,CGII HLDGS,,1.58,0.0,0.0,1.58,0.0,0.0,0.0,0,0,0.0,0.0
2026/02/03 16:08:24,01941,烨星集团,YE XING GROUP,,0.232,0.0,0.0,0.232,0.232,0.232,0.232,100000,23200,0.216,0.232
2026/02/03 16:08:24,01942,马可数字科技,MOG DIGITECH,,0.275,0.0,0.0,0.275,0.275,0.28,0.27,1692000,462900,0.27,0.275
2026/02/03 16:08:24,01943,金石控股集团,KING'S STONE,,0.59,0.01,1.72413,0.58,0.58,0.62,0.58,1480000,893750,0.59,0.61
2026/02/03 16:08:24,01945,清科控股,ZERO2IPO,,1.59,0.0,0.0,1.59,1.63,1.69,1.59,102400,165256,1.56,1.59
2026/02/03 16:08:24,01947,美皓集团,MEIHAO GROUP,,0.39,0.005,1.2987,0.385,0.35,0.39,0.35,60000,21825,0.36,0.39
2026/02/03 16:08:24,01948,优矩控股,UJU HOLDING,,5.12,0.11,2.19561,5.01,5.2,5.2,5.12,6000,30800,0.0,5.12
2026/02/03 16:08:24,01949,佰达国际控股,PLATT NERA,,0.75,0.0,0.0,0.75,0.0,0.0,0.0,0,0,0.75,0.84
2026/02/03 16:08:24,01950,帝王实业控股,DIWANG IND H,,0.118,-0.02,-14.49275,0.138,0.132,0.135,0.118,2924000,358664,0.118,0.12
2026/02/03 16:08:24,01951,锦欣生殖,JXR,,2.4,-0.01,-0.41493,2.41,2.42,2.43,2.38,14631000,35071215,2.39,2.4
2026/02/03 16:08:24,01952,云顶新耀,EVEREST MED,,37.42,-0.16,-0.42576,37.58,37.52,37.98,36.68,1885000,70281845,37.36,37.42
2026/02/03 16:08:24,01953,RIMBACO,RIMBACO,,0.295,0.02,7.27272,0.275,0.275,0.31,0.27,7085000,2049925,0.29,0.295
2026/02/03 16:08:24,01955,庄臣控股,JOHNSON HLDGS,,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,0.49,0.52
2026/02/03 16:08:24,01957,大人国际,MBV INTL,,0.255,0.007,2.82258,0.248,0.25,0.255,0.247,1570000,396195,0.25,0.255
2026/02/03 16:08:24,01958,北京汽车,BAIC MOTOR,,1.83,0.01,0.54945,1.82,1.83,1.84,1.8,12846615,23322492,1.83,1.84
2026/02/03 16:08:24,01959,世纪联合控股,CENT UNIT HLDG,,3.0,0.1,3.44828,2.9,2.88,3.0,2.85,260000,761500,2.92,3.0
2026/02/03 16:08:24,01960,TBKS HLDGS,TBKS HLDGS,,0.5,0.0,0.0,0.5,0.5,0.5,0.475,500000,247050,0.475,0.5
2026/02/03 16:08:24,01961,多牛科技,INFINITIES TECH,,0.275,-0.02,-6.77966,0.295,0.27,0.27,0.27,4000,1120,0.275,0.295
2026/02/03 16:08:24,01962,训修实业,EVERGREEN PG,,0.485,0.0,0.0,0.485,0.0,0.0,0.0,0,0,0.48,0.5
2026/02/03 16:08:24,01963,重庆银行,BCQ,,7.8,0.11,1.43043,7.69,7.79,7.87,7.76,1092000,8527640,7.76,7.8
2026/02/03 16:08:24,01965,朗诗绿色生活,LANDSEA LIFE,,0.145,-0.005,-3.33334,0.15,0.145,0.145,0.145,3000,435,0.141,0.145
2026/02/03 16:08:24,01966,中骏集团控股,CHINA SCE GROUP,,0.079,0.0,1e-05,0.079,0.08,0.08,0.079,105000,8296,0.079,0.085
2026/02/03 16:08:24,01967,信恳智能,CONFIDENCE IN,,0.405,-0.005,-1.21951,0.41,0.415,0.415,0.39,9000,3632,0.405,0.42
2026/02/03 16:08:24,01968,兴纺控股,HINGTEX HLDGS,,0.165,-0.003,-1.78571,0.168,0.165,0.165,0.165,368000,60720,0.16,0.168
2026/02/03 16:08:24,01969,中国春来,CHINA CHUNLAI,,3.35,-0.05,-1.47059,3.4,3.45,3.87,3.26,82196000,290442110,3.33,3.35
2026/02/03 16:08:24,01970,IMAX CHINA,IMAX CHINA,,8.34,0.24,2.96297,8.1,8.14,8.34,8.11,55000,452312,8.25,8.34
2026/02/03 16:08:24,01971,弘阳服务,RSUN SER,,0.38,0.0,0.0,0.38,0.0,0.0,0.0,0,0,0.36,0.39
2026/02/03 16:08:24,01972,太古地产,SWIREPROPERTIES,,23.86,0.64,2.75625,23.22,23.5,23.96,23.3,1897018,45119353,23.8,23.86
2026/02/03 16:08:24,01973,天图投资,TIAN TU CAPITAL,,2.66,-0.01,-0.37453,2.67,2.67,2.67,2.66,33200,88640,2.58,2.67
2026/02/03 16:08:24,01975,新兴印刷,SUN HING PRINT,,0.375,-0.005,-1.31579,0.38,0.0,0.0,0.0,0,0,0.365,0.375
2026/02/03 16:08:24,01977,安乐工程,ANALOGUE HLDGS,,0.99,0.0,0.0,0.99,0.99,1.0,0.99,66000,65360,0.99,1.0
2026/02/03 16:08:24,01978,叙福楼集团,LH GROUP,,0.335,-0.01,-2.89855,0.345,0.35,0.35,0.335,152000,52520,0.335,0.355
2026/02/03 16:08:24,01979,天宝集团,TEN PAO GROUP,,2.74,0.04,1.48148,2.7,2.72,2.75,2.7,1340000,3653120,2.73,2.74
2026/02/03 16:08:24,01980,天鸽互动,TIANGE,,0.78,0.05,6.84931,0.73,0.74,0.78,0.72,1973000,1469350,0.74,0.78
2026/02/03 16:08:24,01981,华夏控股,CATHAY GP HLDGS,,1.02,0.04,4.08163,0.98,0.97,1.02,0.97,229000,226100,0.97,1.03
2026/02/03 16:08:24,01982,南旋控股,NAMESON HLDGS,,1.04,0.0,0.0,1.04,1.04,1.05,1.04,62000,64560,1.04,1.05
2026/02/03 16:08:24,01983,泸州银行,LUZHOU BANK,,2.0,0.0,0.0,2.0,2.01,2.01,2.01,73000,146730,1.92,2.0
2026/02/03 16:08:24,01985,美高域,MICROWARE,,1.36,0.06,4.61539,1.3,1.28,1.37,1.28,258000,344440,1.32,1.39
2026/02/03 16:08:24,01986,彩客新能源,TSAKER NE,,0.94,0.04,4.44444,0.9,0.88,0.94,0.88,289500,264070,0.92,0.94
2026/02/03 16:08:24,01987,BENG SOON MACH,BENG SOON MACH,,0.212,0.0,0.0,0.212,0.0,0.0,0.0,0,0,0.203,0.212
2026/02/03 16:08:24,01988,民生银行,MINSHENG BANK,,3.85,0.0,0.0,3.85,3.87,3.89,3.81,19543577,75057249,3.83,3.85
2026/02/03 16:08:24,01991,大洋集团,TA YANG GROUP,,0.85,0.03,3.65854,0.82,0.8,0.86,0.79,820000,675300,0.82,0.86
2026/02/03 16:08:24,01993,雅仕维,ASIARAY,,0.63,0.0,0.0,0.63,0.0,0.0,0.0,0,0,0.57,0.67
2026/02/03 16:08:24,01995,永升服务,ES SERVICES,,1.83,0.02,1.10498,1.81,1.81,1.83,1.79,2500546,4538648,1.81,1.83
2026/02/03 16:08:24,01996,弘阳地产,RSUN PPT,,0.034,0.0,1e-05,0.034,0.0,0.0,0.0,0,0,0.031,0.036
2026/02/03 16:08:24,01997,九龙仓置业,WHARF REIC,,27.28,0.42,1.56367,26.86,26.92,27.54,26.86,3405264,92781858,27.26,27.28
2026/02/03 16:08:24,01999,敏华控股,MAN WAH HLDGS,,4.86,0.13,2.74842,4.73,4.8,4.88,4.66,4225414,20312786,4.84,4.86
2026/02/03 16:08:24,02000,晨讯科技,SIM TECH,,0.315,-0.005,-1.5625,0.32,0.315,0.315,0.31,110000,34610,0.315,0.32
2026/02/03 16:08:24,02001,新高教集团,NEW HIGHER EDU,,0.88,0.01,1.14943,0.87,0.88,0.88,0.86,3342451,2917281,0.87,0.88
2026/02/03 16:08:24,02002,阳光纸业,SUNSHINE PAPER,,1.26,-0.03,-2.32558,1.29,1.27,1.27,1.25,46000,58020,1.25,1.27
2026/02/03 16:08:24,02003,维信金科,VCREDIT,,2.19,-0.01,-0.45454,2.2,2.17,2.19,2.13,63800,138130,2.15,2.19
2026/02/03 16:08:24,02005,石四药集团,SSY GROUP,,2.92,0.02,0.68966,2.9,2.92,2.94,2.88,2866000,8338260,2.91,2.92
2026/02/03 16:08:24,02007,碧桂园,COUNTRY GARDEN,,0.28,0.005,1.81818,0.275,0.28,0.29,0.27,458471490,127167037,0.275,0.28
2026/02/03 16:08:24,02008,凤凰卫视,PHOENIX TV,,1.81,0.01,0.55555,1.8,1.81,1.85,1.78,142000,255730,1.75,1.79
2026/02/03 16:08:24,02009,金隅集团,BBMG,,0.87,0.08,10.12658,0.79,0.82,0.88,0.82,111741000,94387974,0.87,0.88
2026/02/03 16:08:24,02011,进腾集团,GILSTON GROUP,,1.48,0.0,0.0,1.48,0.0,0.0,0.0,0,0,0.0,1.65
2026/02/03 16:08:24,02012,阳光油砂,SUNSHINE OIL,,0.39,0.005,1.2987,0.385,0.385,0.4,0.385,2032000,795850,0.39,0.4
2026/02/03 16:08:24,02013,微盟集团,WEIMOB INC,,2.18,-0.1,-4.38596,2.28,2.3,2.32,2.11,185357149,403930910,2.17,2.18
2026/02/03 16:08:24,02015,理想汽车－Ｗ,LI AUTO-W,,65.65,1.2,1.86191,64.45,64.45,66.15,63.8,10110758,658863915,65.65,65.75
2026/02/03 16:08:24,02016,浙商银行,CZBANK,,2.48,-0.01,-0.40161,2.49,2.48,2.51,2.47,4081000,10131267,2.47,2.48
2026/02/03 16:08:24,02017,沧海控股,CHANHIGH,,0.25,-0.005,-1.96078,0.255,0.0,0.0,0.0,0,0,0.233,0.25
2026/02/03 16:08:24,02018,瑞声科技,AAC TECH,,37.2,0.66,1.80624,36.54,36.8,37.9,36.6,5581189,208148804,37.2,37.22
2026/02/03 16:08:24,02020,安踏体育,ANTA SPORTS,,77.8,-0.1,-0.12837,77.9,78.65,79.0,77.2,9982017,776815170,77.8,77.85
2026/02/03 16:08:24,02022,游莱互动,DIGIT HOLLYWOOD,,0.053,0.0,0.0,0.053,0.0,0.0,0.0,0,0,0.05,0.053
2026/02/03 16:08:24,02023,中国绿岛科技,CHINA LUDAO,,0.72,0.01,1.40846,0.71,0.72,0.72,0.7,64000,45520,0.72,0.74
2026/02/03 16:08:24,02025,瑞丰动力,RUIFENG POWER,,20.46,1.96,10.59459,18.5,17.94,21.02,17.41,474000,8861252,20.46,20.84
2026/02/03 16:08:24,02026,小马智行－Ｗ,PONY-W,,109.3,4.4,4.19447,104.9,105.5,109.6,104.2,697500,74960345,109.2,109.3
2026/02/03 16:08:24,02028,映美控股,JOLIMARK,,0.115,-0.007,-5.7377,0.122,0.124,0.124,0.115,226000,27990,0.117,0.124
2026/02/03 16:08:24,02030,卡宾,CABBEEN,,1.43,0.0,0.0,1.43,1.43,1.43,1.43,131000,187330,1.41,1.43
2026/02/03 16:08:24,02031,澳至尊,AUSUPREME,,0.325,0.0,0.0,0.325,0.0,0.0,0.0,0,0,0.31,0.35
2026/02/03 16:08:24,02033,时计宝,TIME WATCH,,0.335,0.0,0.0,0.335,0.0,0.0,0.0,0,0,0.33,0.335
2026/02/03 16:08:24,02038,富智康集团,FIH,,21.48,1.02,4.98534,20.46,20.1,22.12,20.1,1365576,29231918,21.34,21.48
2026/02/03 16:08:24,02039,中集集团,CIMC,,9.98,1.3,14.97695,8.68,8.67,10.68,8.67,26406887,265691514,9.98,9.99
2026/02/03 16:08:24,02048,易居企业控股,E-HOUSE ENT,,0.065,-0.003,-4.41177,0.068,0.068,0.068,0.063,562800,36385,0.064,0.068
2026/02/03 16:08:24,02050,三花智控,SANHUA,,35.3,0.82,2.37819,34.48,34.8,35.36,33.9,20845944,723464844,35.3,35.32
2026/02/03 16:08:24,02051,VALA,VALA,,0.6,0.0,0.0,0.6,0.61,0.61,0.6,2091000,1270995,0.59,0.6
2026/02/03 16:08:24,02057,中通快递－Ｗ,ZTO EXPRESS-W,,175.0,5.3,3.12316,169.7,170.6,176.0,170.6,1888745,330231497,174.89999,175.0
2026/02/03 16:08:24,02068,中铝国际,CHALIECO,,2.63,0.06,2.33464,2.57,2.63,2.65,2.57,4024000,10504450,2.63,2.64
2026/02/03 16:08:24,02076,ＢＯＳＳ直聘－Ｗ,BOSS ZHIPIN-W,,73.8,2.3,3.21679,71.5,73.05,74.1,72.5,139522,10230930,73.55,73.8
2026/02/03 16:08:24,02078,荣阳实业,PANASIALUM,,0.15,0.002,1.35136,0.148,0.163,0.163,0.163,3000,489,0.14,0.15
2026/02/03 16:08:24,02080,奥克斯国际,AUX INTL,,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0,0,0.28,0.3
2026/02/03 16:08:24,02086,高维科技,LEADWAY TECH,,0.415,0.0,0.0,0.415,0.0,0.0,0.0,0,0,0.355,0.415
2026/02/03 16:08:24,02088,西王置业,XIWANG PROPERTY,,0.038,0.0,0.0,0.038,0.0,0.0,0.0,0,0,0.0,0.0
2026/02/03 16:08:24,02096,先声药业,SIMCERE PHARMA,,11.42,0.06,0.52817,11.36,11.36,11.47,11.08,4493160,50654593,11.4,11.42
2026/02/03 16:08:24,02097,蜜雪集团,MIXUE GROUP,,389.0,1.0,0.25773,388.0,393.0,393.0,383.0,243634,94740233,389.0,390.39999
2026/02/03 16:08:24,02098,卓尔智联,ZALL SMARTCOM,,0.101,0.0,0.0,0.101,0.105,0.106,0.099,3454000,347745,0.1,0.102
2026/02/03 16:08:24,02099,中国黄金国际,CHINAGOLDINTL,,196.7,7.8,4.12917,188.9,195.0,197.9,187.6,3674697,710563163,196.60001,196.7
2026/02/03 16:08:24,02100,百奥家庭互动,BAIOO,,0.395,0.005,1.28205,0.39,0.39,0.395,0.375,926000,353430,0.39,0.395
2026/02/03 16:08:24,02101,福禄控股,FULU HOLDINGS,,1.24,0.0,0.0,1.24,0.0,0.0,0.0,0,0,1.19,1.24
2026/02/03 16:08:24,02102,德利机械,TAK LEE MACH,,0.265,0.0,-1e-05,0.265,0.265,0.265,0.265,20000,5300,0.265,0.275
2026/02/03 16:08:24,02105,来凯医药－Ｂ,LAEKNA-B,,13.47,0.24,1.81406,13.23,13.47,13.83,13.24,1035500,14058712,13.45,13.69
2026/02/03 16:08:24,02107,第一服务控股,FIRST SERVICE,,0.21,-0.001,-0.47394,0.211,0.214,0.215,0.21,322500,69185,0.205,0.207
2026/02/03 16:08:24,02108,K2 F&B,K2 F&B,,0.315,-0.005,-1.5625,0.32,0.305,0.315,0.285,56000,16580,0.3,0.315
2026/02/03 16:08:24,02110,天成控股,TIAN CHENG HLDG,,0.089,0.001,1.13637,0.088,0.089,0.09,0.088,940000,83550,0.088,0.091
2026/02/03 16:08:24,02111,超盈国际控股,BEST PACIFIC,,3.21,-0.01,-0.31056,3.22,3.2,3.21,3.2,364000,1165900,3.2,3.21
2026/02/03 16:08:24,02112,恩典生命科技,GRACE LIFE-TECH,,0.059,0.0,0.0,0.059,0.0,0.0,0.0,0,0,0.057,0.059
2026/02/03 16:08:24,02113,世纪集团国际,CENTURY GP INTL,,0.065,0.0,0.0,0.065,0.065,0.065,0.065,25000,1625,0.065,0.07
2026/02/03 16:08:24,02116,江苏创新,JS INNOV,,0.58,-0.02,-3.33334,0.6,0.6,0.6,0.57,1132000,664100,0.57,0.58
2026/02/03 16:08:24,02119,捷荣国际控股,TSIT WING INTL,,0.53,0.01,1.92307,0.52,0.52,0.53,0.52,536000,283540,0.52,0.53
2026/02/03 16:08:24,02120,康宁医院,KN HOSPITAL,,9.91,0.01,0.10101,9.9,9.91,9.91,9.91,800,7928,9.6,9.91
2026/02/03 16:08:24,02121,创新奇智,AINNOVATION,,5.59,0.09,1.63637,5.5,5.5,5.7,5.47,847300,4731964,5.57,5.59
2026/02/03 16:08:24,02122,凯知乐国际,KIDSLAND INTL,,0.25,0.005,2.04082,0.245,0.245,0.255,0.245,62000,15250,0.245,0.25
2026/02/03 16:08:24,02125,稻草熊娱乐,STRAWBEAR ENT,,0.4,0.0,0.0,0.4,0.41,0.41,0.41,5000,2050,0.39,0.4
2026/02/03 16:08:24,02126,药明巨诺－Ｂ,JW THERAP-B,,2.38,0.05,2.14593,2.33,2.4,2.4,2.34,324000,766715,2.35,2.38
2026/02/03 16:08:24,02127,汇森股份,HUISEN SHARES,,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0,0,0.0,0.0
2026/02/03 16:08:24,02128,中国联塑,CHINA LESSO,,5.85,-0.07,-1.18243,5.92,5.96,6.0,5.56,18241000,104899795,5.84,5.85
2026/02/03 16:08:24,02129,LEGION CONSO,LEGION CONSO,,0.142,-0.003,-2.06896,0.145,0.143,0.143,0.14,495000,69800,0.142,0.15
2026/02/03 16:08:24,02130,嘉泓物流,CN LOGISTICS,,3.3,0.06,1.85185,3.24,3.24,3.3,3.24,18000,58780,3.22,3.5
2026/02/03 16:08:24,02131,云想科技,NETJOY,,0.455,0.0,0.0,0.455,0.0,0.0,0.0,0,0,0.0,0.0
2026/02/03 16:08:24,02132,誉燊丰控股,LANDRICH HLDG,,0.145,0.002,1.3986,0.143,0.143,0.143,0.143,16000,2288,0.145,0.15
2026/02/03 16:08:24,02135,瑞丽医美,RAILY AESMED,,0.152,0.0,0.0,0.152,0.152,0.152,0.152,30000,4560,0.144,0.156
2026/02/03 16:08:24,02136,利福中国,LIFESTYLE CHI,,1.11,0.05,4.71698,1.06,1.06,1.13,1.06,13263500,14445060,1.11,1.12
