日期时间,代码,中文名称,英文名称,交易类型,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额,买一,卖一
2026/02/03 16:08:24,00756,森美控股,SUMMI,,0.425,0.055,14.86487,0.37,0.425,0.425,0.425,16000,6800,0.375,0.425
2026/02/03 16:08:24,00757,阳光能源,SOLARGIGA,,0.083,0.002,2.46913,0.081,0.083,0.084,0.081,376000,30832,0.082,0.083
2026/02/03 16:08:24,00759,CEC INT'L HOLD,CEC INT'L HOLD,,0.217,-0.008,-3.55556,0.225,0.216,0.217,0.216,4000,866,0.216,0.229
2026/02/03 16:08:24,00760,新天地产集团,TALENT PPT GP,,0.18,0.015,9.09091,0.165,0.18,0.18,0.18,134250,23780,0.15,0.18
2026/02/03 16:08:24,00762,中国联通,CHINA UNICOM,,7.27,-0.18,-2.41611,7.45,7.48,7.48,7.23,80281168,587197251,7.26,7.27
2026/02/03 16:08:24,00763,中兴通讯,ZTE,,27.58,0.26,0.95168,27.32,27.6,27.76,26.88,7168339,196556843,27.54,27.58
2026/02/03 16:08:24,00764,永恒策略,ETERNITY INV,,1.0,0.02,2.04082,0.98,1.0,1.01,1.0,20451,20523,0.98,1.0
2026/02/03 16:08:24,00765,PERFECTECH INTL,PERFECTECH INTL,,0.26,0.0,0.0,0.26,0.255,0.255,0.255,20000,5100,0.26,0.275
2026/02/03 16:08:24,00767,中基长寿科学,ZHONG JI LS,,0.5,0.02,4.16667,0.48,0.475,0.5,0.47,360000,173200,0.495,0.51
2026/02/03 16:08:24,00768,开明投资,UBA INVESTMENTS,,0.048,0.002,4.34783,0.046,0.048,0.048,0.043,514000,23608,0.045,0.048
2026/02/03 16:08:24,00769,中国稀土,CHINA RAREEARTH,,0.7,0.0,0.0,0.7,0.0,0.0,0.0,0,0,0.0,0.0
2026/02/03 16:08:24,00770,SHANGHAI GROWTH,SHANGHAI GROWTH,,0.365,0.015,4.28572,0.35,0.36,0.365,0.36,25000,9100,0.365,0.52
2026/02/03 16:08:24,00771,自动系统,AUTOMATED SYS,,0.87,0.0,0.0,0.87,0.87,0.87,0.87,130000,113100,0.87,0.89
2026/02/03 16:08:24,00772,阅文集团,CHINA LIT,,34.62,-0.38,-1.08572,35.0,35.04,35.42,33.38,5732434,196108528,34.56,34.62
2026/02/03 16:08:22,00775,长江生命科技,CKLIFE SCIENCES,,0.82,0.0,0.0,0.82,0.82,0.83,0.81,1712378,1406509,0.82,0.83
2026/02/03 16:08:24,00776,帝国科技集团,IMPERIUM TEC GP,,1.08,0.0,0.0,1.08,0.0,0.0,0.0,0,0,1.05,1.12
2026/02/03 16:08:22,00777,网龙,NETDRAGON,,9.9,0.06,0.60975,9.84,9.84,9.94,9.71,1698000,16741055,9.9,9.92
2026/02/03 16:08:24,00780,同程旅行,TONGCHENGTRAVEL,,23.64,0.48,2.07254,23.16,23.1,23.7,23.04,7606370,179015726,23.6,23.64
2026/02/03 16:08:24,00784,凌锐控股,LING YUI,,0.183,0.0,0.0,0.183,0.18,0.183,0.18,80000,14660,0.181,0.201
2026/02/03 16:08:22,00788,中国铁塔,CHINA TOWER,,10.98,-0.16,-1.43627,11.14,11.17,11.19,10.95,14497505,159527534,10.97,10.98
2026/02/03 16:08:24,00789,雅天妮集团,ARTINI HLDG,,0.395,0.0,0.0,0.395,0.0,0.0,0.0,4000,1420,0.37,0.445
2026/02/03 16:08:24,00794,锦胜集团（控股）,COME SURE GROUP,,0.184,0.0,0.0,0.184,0.0,0.0,0.0,0,0,0.171,0.0
2026/02/03 16:08:24,00797,第七大道,7ROAD,,0.71,0.0,0.0,0.71,0.0,0.0,0.0,0,0,0.65,0.71
2026/02/03 16:08:24,00798,中电光谷,CEOVU,,0.223,-0.001,-0.44643,0.224,0.218,0.223,0.217,224000,49244,0.217,0.228
2026/02/03 16:08:24,00799,IGG,IGG,,3.47,-0.04,-1.1396,3.51,3.52,3.54,3.43,1677000,5814122,3.45,3.47
2026/02/03 16:08:24,00800,文远知行－Ｗ,WERIDE-W,,20.4,-0.2,-0.97088,20.6,20.76,21.5,20.4,916135,18913325,20.4,20.42
2026/02/03 16:08:24,00802,中国钱包,CHINA E-WALLET,,0.045,0.0,0.0,0.045,0.0,0.0,0.0,0,0,0.0,0.0
2026/02/03 16:08:24,00804,鼎石资本,PINESTONE,,3.37,0.03,0.8982,3.34,3.36,3.36,3.36,5000,16800,3.37,3.68
2026/02/03 16:08:24,00805,新吉奥房车,NEW GONOW RV,,1.2,0.06,5.26316,1.14,1.14,1.21,1.11,458000,534500,1.16,1.2
2026/02/03 16:08:22,00806,惠理集团,VALUE PARTNERS,,2.43,0.04,1.67364,2.39,2.45,2.48,2.39,2533000,6145810,2.41,2.43
2026/02/03 16:08:24,00807,上海实业环境,SIICENVIRONMENT,,1.09,0.01,0.92593,1.08,1.09,1.1,1.08,693000,755430,1.09,1.11
2026/02/03 16:08:24,00809,大成生化科技,GLOBAL BIO-CHEM,,0.063,0.003,5.0,0.06,0.06,0.063,0.06,3200000,192194,0.062,0.064
2026/02/03 16:08:24,00810,中国铸晨８１,CH CASTSON 81,,0.13,-0.003,-2.25564,0.133,0.133,0.138,0.13,462000,61884,0.13,0.136
2026/02/03 16:08:22,00811,新华文轩,XINHUA WINSHARE,,10.74,-0.12,-1.10497,10.86,10.72,10.97,10.72,903000,9762890,10.74,10.77
2026/02/03 16:08:24,00813,世茂集团,SHIMAO GROUP,,0.222,0.015,7.24638,0.207,0.21,0.228,0.208,36659889,7964742,0.222,0.225
2026/02/03 16:08:24,00814,北京京客隆,JINGKELONG,,0.33,-0.005,-1.49253,0.335,0.0,0.0,0.0,0,0,0.305,0.33
2026/02/03 16:08:24,00815,中国白银集团,CHI SILVER GP,,0.68,0.04,6.25,0.64,0.65,0.68,0.64,64918600,42980802,0.67,0.68
2026/02/03 16:08:24,00816,金茂服务,JINMAO SERVICES,,2.59,-0.01,-0.38462,2.6,2.61,2.61,2.54,1183198,3035309,2.56,2.59
2026/02/03 16:08:22,00817,中国金茂,CHINA JINMAO,,1.69,0.05,3.04878,1.64,1.68,1.75,1.64,59054000,99932260,1.69,1.7
2026/02/03 16:08:24,00818,高阳科技,HI SUN TECH,,0.51,0.01,2.0,0.5,0.495,0.51,0.495,753000,376680,0.5,0.51
2026/02/03 16:08:24,00819,天能动力,TIANNENG POWER,,7.39,0.27,3.79213,7.12,7.14,7.44,7.17,8886000,65141308,7.39,7.4
2026/02/03 16:08:24,00821,汇盈控股,VC HOLDINGS,,0.37,0.0,0.0,0.37,0.0,0.0,0.0,0,0,0.345,0.38
2026/02/03 16:08:24,00822,嘉瑞国际,KA SHUI INT'L,,0.37,0.0,0.0,0.37,0.0,0.0,0.0,0,0,0.36,0.37
2026/02/03 16:08:24,00825,新世界百货中国,NWDS CHINA,,0.38,0.01,2.7027,0.37,0.37,0.385,0.365,758000,282930,0.38,0.385
2026/02/03 16:08:24,00826,天工国际,TIANGONG INT'L,,3.35,0.1,3.07692,3.25,3.23,3.37,3.23,11770000,38892440,3.32,3.35
2026/02/03 16:08:24,00827,玖源集团,KO YO GROUP,,0.031,0.001,3.33333,0.03,0.03,0.031,0.03,1104000,33124,0.029,0.031
2026/02/03 16:08:24,00828,王朝酒业,DYNASTY WINES,,0.25,0.0,0.0,0.25,0.25,0.25,0.25,40000,10000,0.245,0.255
2026/02/03 16:08:24,00829,神冠控股,SHENGUAN HLDGS,,0.25,-0.005,-1.96078,0.255,0.25,0.255,0.25,1648000,412500,0.25,0.255
2026/02/03 16:08:24,00830,中国建筑兴业,CSC DEVELOPMENT,,1.18,0.05,4.42477,1.13,1.15,1.18,1.15,486000,568120,1.17,1.18
2026/02/03 16:08:24,00831,利亚零售,CR ASIA,,0.335,0.0,0.0,0.335,0.34,0.34,0.325,8000,2680,0.325,0.34
2026/02/03 16:08:24,00832,建业地产,CENTRAL CHINA,,0.06,0.0,0.0,0.06,0.06,0.062,0.06,985000,59840,0.06,0.063
2026/02/03 16:08:24,00833,华讯,ALLTRONICS,,0.62,0.0,0.0,0.62,0.62,0.62,0.61,52000,32000,0.62,0.63
2026/02/03 16:08:24,00834,康大食品,KANGDA FOOD,,0.32,0.0,0.0,0.32,0.32,0.32,0.31,148000,47240,0.315,0.32
2026/02/03 16:08:22,00836,华润电力,CHINA RES POWER,,17.3,0.21,1.22878,17.09,17.2,17.38,17.08,22418002,386190233,17.29,17.3
2026/02/03 16:08:24,00837,谭木匠,CARPENTER TAN,,7.68,0.01,0.13038,7.67,7.7,7.73,7.67,20500,158075,7.68,7.78
2026/02/03 16:08:24,00838,亿和控股,EVA HOLDINGS,,0.89,-0.01,-1.11111,0.9,0.91,0.92,0.89,1172000,1058570,0.89,0.9
2026/02/03 16:08:24,00839,中教控股,CHINA EDU GROUP,,2.99,0.01,0.33557,2.98,3.03,3.06,2.96,8373267,24985068,2.98,2.99
2026/02/03 16:08:24,00840,天业节水,TIANYE WATER,,0.195,0.0,0.0,0.195,0.0,0.0,0.0,0,0,0.195,0.0
2026/02/03 16:08:24,00841,木薯资源,CASSAVA RES,,0.213,0.0,0.0,0.213,0.0,0.0,0.0,0,0,0.193,0.213
2026/02/03 16:08:24,00842,理士国际,LEOCH INT'L,,0.69,0.03,4.54545,0.66,0.66,0.69,0.65,830000,561570,0.68,0.69
2026/02/03 16:08:24,00844,广泰国际控股,GREATIME INTL,,0.44,-0.005,-1.1236,0.445,0.0,0.0,0.0,0,0,0.35,0.44
2026/02/03 16:08:24,00845,恒盛地产,GLORIOUS PPT H,,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0,0,0.0,0.0
2026/02/03 16:08:24,00846,明发集团,MINGFA GROUP,,0.103,-0.009,-8.03571,0.112,0.104,0.104,0.103,52000,5384,0.103,0.112
2026/02/03 16:08:24,00848,茂业国际,MAOYE INT'L,,0.135,0.005,3.84616,0.13,0.135,0.135,0.135,1000,135,0.131,0.135
2026/02/03 16:08:24,00851,盛源控股,SHENG YUAN HLDG,,0.35,0.0,0.0,0.35,0.0,0.0,0.0,0,0,0.32,0.395
2026/02/03 16:08:24,00852,海峡石油化工,STRONG PETRO,,0.166,0.0,0.0,0.166,0.0,0.0,0.0,0,0,0.0,0.0
2026/02/03 16:08:24,00853,微创医疗,MICROPORT,,11.21,0.09,0.80935,11.12,11.16,11.37,10.95,11396767,127128898,11.2,11.21
2026/02/03 16:08:24,00854,威雅利,WILLAS-ARRAY,,5.4,-0.15,-2.7027,5.55,5.54,5.54,5.4,5000,27250,5.4,5.59
2026/02/03 16:08:24,00855,中国水务,CHINA WATER,,5.35,0.06,1.13421,5.29,5.32,5.35,5.29,812100,4329988,5.33,5.35
2026/02/03 16:08:24,00856,伟仕佳杰,VSTECS,,7.6,0.07,0.92961,7.53,7.65,7.65,7.4,1676028,12635624,7.56,7.6
2026/02/03 16:08:24,00857,中国石油股份,PETROCHINA,,8.97,0.02,0.22347,8.95,8.98,9.1,8.89,73946430,664159328,8.96,8.97
2026/02/03 16:08:24,00858,精优药业,EXTRAWELL PHAR,,0.08,0.006,8.10811,0.074,0.074,0.08,0.07,3580000,274850,0.08,0.082
2026/02/03 16:08:24,00859,中昌国际控股,ZHONGCHANG INTL,,0.118,-0.002,-1.66667,0.12,0.0,0.0,0.0,0,0,0.096,0.118
2026/02/03 16:08:24,00860,ＡＰＯＬＬＯ出行,APOLLO FMG,,0.64,0.02,3.2258,0.62,0.62,0.64,0.62,72000,45760,0.64,0.66
2026/02/03 16:08:24,00861,神州控股,DC HOLDINGS,,2.8,-0.1,-3.44828,2.9,2.95,2.95,2.72,38284829,106317572,2.8,2.81
2026/02/03 16:08:24,00862,远见控股,VISION VALUES,,0.08,-0.001,-1.23457,0.081,0.083,0.083,0.067,6975000,521125,0.074,0.08
2026/02/03 16:08:22,00863,ＯＳＬ集团,OSL GROUP,,15.2,0.19,1.26582,15.01,15.15,15.8,15.04,4101831,62715560,15.2,15.25
2026/02/03 16:08:24,00864,永利地产发展,WING LEE PPT,,0.21,0.0,0.0,0.21,0.0,0.0,0.0,0,0,0.0,0.22
2026/02/03 16:08:24,00865,建德国际控股,JIANDE INT'L,,0.039,0.003,8.33334,0.036,0.038,0.04,0.038,14766000,588140,0.039,0.04
2026/02/03 16:08:24,00866,中国秦发,CHINA QINFA,,4.18,0.23,5.82278,3.95,4.02,4.23,3.95,9354250,38566406,4.16,4.18
2026/02/03 16:08:22,00867,康哲药业,CMS,,14.48,-0.64,-4.23281,15.12,15.12,15.12,14.28,6295000,91302255,14.45,14.48
2026/02/03 16:08:24,00868,信义玻璃,XINYI GLASS,,10.21,0.26,2.61307,9.95,9.99,10.25,9.9,13414243,135895532,10.2,10.21
2026/02/03 16:08:24,00869,彩星玩具,PLAYMATES TOYS,,0.405,0.005,1.25,0.4,0.4,0.405,0.4,536000,214740,0.4,0.405
2026/02/03 16:08:24,00871,中国疏浚环保,CH DREDG ENV,,0.084,-0.004,-4.54546,0.088,0.083,0.093,0.083,543000,47679,0.083,0.095
2026/02/03 16:08:24,00873,世茂服务,SHIMAO SERVICES,,0.65,0.0,0.0,0.65,0.65,0.65,0.62,2063000,1301815,0.64,0.65
2026/02/03 16:08:22,00874,白云山,BAIYUNSHAN PH,,19.0,0.31,1.65864,18.69,18.7,19.12,18.7,2227953,42203142,18.88,19.0
2026/02/03 16:08:24,00875,从玉智农,CONGYU INTE AGR,,1.48,-0.06,-3.8961,1.54,1.59,1.59,1.45,1267700,1858914,1.48,1.49
2026/02/03 16:08:24,00876,佳兆业健康,KAISA HEALTH,,0.173,0.009,5.4878,0.164,0.164,0.176,0.164,11520000,1974620,0.172,0.173
2026/02/03 16:08:24,00878,金朝阳集团,SOUNDWILL HOLD,,6.5,0.08,1.24611,6.42,6.55,6.57,6.43,117500,766975,6.47,6.5
2026/02/03 16:08:22,00880,澳博控股,SJM HOLDINGS,,2.42,0.01,0.41494,2.41,2.41,2.47,2.39,13717228,33320084,2.41,2.42
2026/02/03 16:08:22,00881,中升控股,ZHONGSHENG HLDG,,11.82,0.22,1.89655,11.6,11.68,11.89,11.53,6285500,73775583,11.8,11.82
2026/02/03 16:08:24,00882,天津发展,TIANJIN DEV,,2.68,0.02,0.75188,2.66,2.67,2.71,2.67,512000,1380010,2.67,2.7
2026/02/03 16:08:24,00883,中国海洋石油,CNOOC,,23.36,0.14,0.60293,23.22,23.22,23.56,23.0,70798156,1653527947,23.36,23.38
2026/02/03 16:08:22,00884,旭辉控股集团,CIFI HOLD GP,,0.094,0.005,5.61797,0.089,0.09,0.098,0.087,364144080,33818241,0.094,0.095
2026/02/03 16:08:24,00887,英皇钟表珠宝,EMPEROR WATCH&J,,0.285,-0.005,-1.72414,0.29,0.29,0.29,0.28,3430000,981850,0.285,0.29
2026/02/03 16:08:24,00888,链信控股,BLOCKFIN HLDG,,0.092,-0.002,-2.12766,0.094,0.087,0.094,0.086,494000,44450,0.084,0.092
2026/02/03 16:08:24,00889,连达科技控股,DATRONIX HOLD,,0.37,0.0,0.0,0.37,0.0,0.0,0.0,0,0,0.345,0.37
2026/02/03 16:08:24,00893,中国铁钛,CHINAVTM MINING,,0.095,0.001,1.06383,0.094,0.093,0.095,0.09,129000,11891,0.094,0.095
2026/02/03 16:08:24,00894,万裕科技,MAN YUE TECH,,0.82,0.02,2.5,0.8,0.8,0.82,0.79,250000,200080,0.81,0.83
2026/02/03 16:08:24,00895,东江环保,DONGJIANG ENV,,2.32,0.02,0.86956,2.3,2.3,2.33,2.3,495800,1148738,2.32,2.33
2026/02/03 16:08:24,00896,兴胜创建,HANISON,,0.214,0.0,0.0,0.214,0.216,0.217,0.214,622000,134132,0.214,0.215
2026/02/03 16:08:24,00897,位元堂,WAI YUEN TONG,,0.345,-0.015,-4.16667,0.36,0.36,0.36,0.3,691852,232570,0.345,0.36
2026/02/03 16:08:24,00898,万事昌国际,MULTIFIELD INTL,,1.07,0.0,1e-05,1.07,0.0,0.0,0.0,0,0,1.01,1.07
2026/02/03 16:08:24,00899,中加国信,ZHONG JIA GX,,0.172,-0.002,-1.14942,0.174,0.0,0.0,0.0,0,0,0.158,0.172
2026/02/03 16:08:24,00900,AEON CREDIT,AEON CREDIT,,7.43,0.1,1.36425,7.33,7.4,7.44,7.35,40000,295020,7.4,7.45
2026/02/03 16:08:24,00902,华能国际电力股份,HUANENG POWER,,5.35,0.04,0.75329,5.31,5.36,5.37,5.26,47526027,252367423,5.32,5.35
2026/02/03 16:08:24,00905,胡桃资本,WALNUT CAP,,1.65,0.0,0.0,1.65,1.7,1.7,1.65,1070400,1787048,1.63,1.66
2026/02/03 16:08:24,00907,高雅光学,ELEGANCEOPTICAL,,0.052,0.0,0.0,0.052,0.052,0.052,0.052,60000,3120,0.052,0.056
2026/02/03 16:08:22,00909,明源云,MING YUAN CLOUD,,3.0,-0.04,-1.31579,3.04,3.07,3.08,2.96,8346000,25130009,2.99,3.0
2026/02/03 16:08:24,00910,中国三迪,CHINA SANDI,,0.014,0.0,0.0,0.014,0.0,0.0,0.0,0,0,0.0,0.0
2026/02/03 16:08:24,00911,前海健康,QIANHAI HEALTH,,0.26,0.0,0.0,0.26,0.0,0.0,0.0,0,0,0.246,0.28
2026/02/03 16:08:24,00912,信佳国际,SUGA INT'L,,1.06,0.01,0.95238,1.05,1.05,1.06,1.05,90000,95340,1.05,1.06
2026/02/03 16:08:24,00913,港湾数字,HARBOUR DIGITAL,,0.285,0.0,0.0,0.285,0.0,0.0,0.0,0,0,0.25,0.285
2026/02/03 16:08:22,00914,海螺水泥,CONCH CEMENT,,24.48,0.62,2.59849,23.86,24.08,24.68,23.94,9018693,219699035,24.48,24.5
2026/02/03 16:08:24,00915,道和环球,DAOHE GLOBAL,,0.065,0.003,4.83871,0.062,0.067,0.067,0.06,817000,51907,0.058,0.065
2026/02/03 16:08:22,00916,龙源电力,CHINA LONGYUAN,,6.84,-0.06,-0.86956,6.9,6.94,6.95,6.78,14881787,101747646,6.82,6.84
2026/02/03 16:08:22,00917,趣致集团,QUNABOX GROUP,,24.3,0.26,1.08153,24.04,24.56,24.56,23.5,3627114,87322309,24.28,24.3
2026/02/03 16:08:24,00918,龙翼航空科技,MAJESTIC DRAGON,,0.61,0.0,0.0,0.61,0.0,0.0,0.0,0,0,0.61,0.68
2026/02/03 16:08:24,00919,现代健康科技,MODERNHEALTHTEC,,0.091,0.001,1.11111,0.09,0.09,0.092,0.087,268000,23560,0.087,0.091
2026/02/03 16:08:24,00921,海信家电,HISENSE HA,,23.44,0.3,1.29646,23.14,23.16,23.58,22.96,1105000,25903874,23.34,23.44
2026/02/03 16:08:24,00922,安贤园中国,ANXIANYUAN CH,,0.115,0.0,0.0,0.115,0.115,0.116,0.115,1880000,217580,0.114,0.116
2026/02/03 16:08:24,00923,综合环保集团,IWS,,0.02,0.001,5.26316,0.019,0.02,0.02,0.019,1354000,27078,0.019,0.02
2026/02/03 16:08:24,00924,坤集团,KHOON GROUP,,0.167,-0.033,-16.5,0.2,0.177,0.177,0.163,440000,72832,0.165,0.19
2026/02/03 16:08:24,00926,碧生源,BESUNYEN,,2.58,0.0,0.0,2.58,0.0,0.0,0.0,400,985,2.5,2.71
2026/02/03 16:08:24,00927,富士高实业,FUJIKON IND,,0.61,0.01,1.66667,0.6,0.6,0.6,0.6,10000,6000,0.61,0.64
2026/02/03 16:08:24,00928,帝王国际投资,KING INTL INV,,0.111,0.01,9.90099,0.101,0.105,0.118,0.102,17500000,1899860,0.111,0.113
2026/02/03 16:08:24,00929,国际精密,IPE GROUP,,0.72,0.05,7.46269,0.67,0.67,0.72,0.67,80000,55250,0.69,0.72
2026/02/03 16:08:24,00931,中国港能,CHINA HK POWER,,0.44,0.025,6.0241,0.415,0.415,0.445,0.415,8702000,3794915,0.43,0.44
2026/02/03 16:08:24,00932,顺腾国际控股,SHUNTEN INTL,,0.034,0.001,3.03031,0.033,0.033,0.034,0.032,4720000,154320,0.033,0.034
2026/02/03 16:08:24,00933,非凡领越,VIVA GOODS,,0.63,-0.01,-1.5625,0.64,0.64,0.65,0.63,1488890,955414,0.63,0.65
2026/02/03 16:08:24,00934,中石化冠德,SINOPEC KANTONS,,4.22,0.0,-1e-05,4.22,4.17,4.24,4.17,598462,2522109,4.2,4.22
2026/02/03 16:08:24,00936,佳兆业资本,KAISA CAPITAL,,0.365,0.02,5.7971,0.345,0.365,0.39,0.355,250000,91200,0.35,0.365
2026/02/03 16:08:24,00938,民生国际,MAN SANG INT'L,,0.395,-0.005,-1.25,0.4,0.0,0.0,0.0,0,0,0.345,0.395
2026/02/03 16:08:24,00939,建设银行,CCB,,7.81,-0.02,-0.25543,7.83,7.84,7.93,7.8,192653761,1510842579,7.8,7.81
2026/02/03 16:08:22,00941,中国移动,CHINA MOBILE,,78.3,0.3,0.38462,78.0,78.0,78.85,77.9,32396888,2541458659,78.3,78.35
2026/02/03 16:08:24,00943,中证国际,ZHONGZHENG INTL,,0.229,0.0,0.0,0.229,0.0,0.0,0.0,0,0,0.221,0.23
2026/02/03 16:08:24,00945,宏利金融－Ｓ,MANULIFE-S,,300.79999,7.39999,2.52215,293.4,299.0,300.8,294.2,23586,7067396,300.0,300.79999
2026/02/03 16:08:24,00947,摩比发展,MOBI DEV,,0.164,0.004,2.5,0.16,0.154,0.164,0.151,442000,69806,0.159,0.164
2026/02/03 16:08:24,00948,阿尔法企业,ALPHA PRO HLDGS,,0.365,0.0,0.0,0.365,0.0,0.0,0.0,0,0,0.0,0.375
2026/02/03 16:08:24,00950,李氏大药厂,LEE'S PHARM,,1.52,-0.03,-1.93549,1.55,1.56,1.56,1.51,578000,879515,1.51,1.53
2026/02/03 16:08:24,00951,超威动力,CHAOWEI POWER,,1.36,0.0,0.0,1.36,1.38,1.38,1.36,60000,82000,1.36,1.38
2026/02/03 16:08:24,00952,华富建业金融,QUAM PLUS FIN,,0.135,0.0,0.0,0.135,0.135,0.135,0.135,10000,1350,0.134,0.136
2026/02/03 16:08:24,00953,邵氏兄弟控股,SHAW BROTHERS,,0.32,-0.005,-1.53846,0.325,0.32,0.33,0.32,1784000,579930,0.32,0.33
2026/02/03 16:08:24,00954,常茂生物,CHANGMAO BIO,,0.31,0.02,6.89655,0.29,0.305,0.31,0.305,1008000,312340,0.285,0.325
2026/02/03 16:08:24,00956,新天绿色能源,CHINA SUNTIEN,,4.08,0.04,0.9901,4.04,4.09,4.12,4.06,8615877,35175160,4.07,4.08
2026/02/03 16:08:24,00959,世纪娱乐国际,CENTURY ENT INT,,0.72,0.0,0.0,0.72,0.0,0.0,0.0,0,0,0.0,0.0
2026/02/03 16:08:24,00960,龙湖集团,LONGFOR GROUP,,10.13,-0.07,-0.68627,10.2,10.21,10.47,9.69,30329096,304032974,10.12,10.13
2026/02/03 16:08:22,00966,中国太平,CHINA TAIPING,,25.3,0.62,2.51215,24.68,25.04,25.86,24.8,18215222,461372572,25.28,25.3
2026/02/03 16:08:24,00968,信义光能,XINYI SOLAR,,3.46,0.09,2.67062,3.37,3.37,3.52,3.37,86490141,298616474,3.45,3.46
2026/02/03 16:08:24,00969,华联国际,HUA LIEN INT'L,,0.112,-0.001,-0.88495,0.113,0.0,0.0,0.0,0,0,0.109,0.112
2026/02/03 16:08:24,00970,新耀莱,NEW SPARKLEROLL,,0.43,0.0,0.0,0.43,0.41,0.43,0.41,68000,28790,0.415,0.43
2026/02/03 16:08:24,00974,中国顺客隆,SKL,,1.04,0.0,0.0,1.04,0.0,0.0,0.0,0,0,1.0,1.08
2026/02/03 16:08:22,00975,MONGOL MINING,MONGOL MINING,,12.4,0.22,1.80624,12.18,12.28,12.68,12.13,2202000,27242310,12.38,12.44
2026/02/03 16:08:24,00976,齐合环保,CHIHO ENV,,0.43,0.0,0.0,0.43,0.0,0.0,0.0,0,0,0.0,0.0
2026/02/03 16:08:24,00978,招商局置地,CHI MER LAND,,0.28,0.0,0.0,0.28,0.28,0.285,0.28,592000,166350,0.28,0.285
2026/02/03 16:08:24,00979,绿色能源科技集团,GREEN ENERGY GP,,0.35,0.02,6.0606,0.33,0.33,0.365,0.33,2716000,943870,0.34,0.36
2026/02/03 16:08:24,00980,联华超市,LIANHUA,,0.36,-0.01,-2.7027,0.37,0.35,0.36,0.345,101000,35340,0.355,0.36
2026/02/03 16:08:22,00981,中芯国际,SMIC,,70.45,-1.75,-2.42383,72.2,73.2,73.7,69.35,92793142,6581260145,70.4,70.45
2026/02/03 16:08:24,00983,瑞安建业,SOCAM DEV,,0.395,0.0,0.0,0.395,0.0,0.0,0.0,100000,37920,0.37,0.405
2026/02/03 16:08:24,00984,永旺,AEON STORES,,0.38,0.0,0.0,0.38,0.38,0.38,0.38,119500,45410,0.38,0.395
2026/02/03 16:08:24,00986,杜甫酒业集团,DUFU LIQUOR GP,,0.085,0.002,2.40964,0.083,0.085,0.086,0.084,1830000,154492,0.085,0.086
2026/02/03 16:08:24,00987,中国再生能源投资,CH RENEW EN INV,,0.135,0.0,0.0,0.135,0.134,0.135,0.132,19997,2657,0.132,0.135
2026/02/03 16:08:24,00989,中国长白山国际,CHINA CBS INTL,,0.69,-0.02,-2.8169,0.71,0.71,0.71,0.66,20000,13700,0.69,0.73
2026/02/03 16:08:24,00990,至源控股,DEEP SOURCE,,0.84,0.07,9.09091,0.77,0.77,0.84,0.77,61691176,49919829,0.83,0.84
2026/02/03 16:08:24,00991,大唐发电,DATANG POWER,,2.29,0.01,0.4386,2.28,2.32,2.37,2.28,28724000,66395250,2.29,2.3
2026/02/03 16:08:24,00992,联想集团,LENOVO GROUP,,9.18,0.14,1.54868,9.04,9.09,9.18,8.9,95058809,864838646,9.17,9.18
2026/02/03 16:08:24,00993,信控国际资本,XINKONG INT CAP,,0.137,0.016,13.22314,0.121,0.12,0.143,0.12,94000,12243,0.13,0.139
2026/02/03 16:08:24,00994,中天宏信,CT VISION,,0.33,-0.01,-2.94117,0.34,0.335,0.345,0.33,1508000,498720,0.325,0.345
2026/02/03 16:08:22,00995,安徽皖通高速公路,ANHUIEXPRESSWAY,,13.58,0.18,1.34328,13.4,13.6,13.64,13.42,1332000,18013180,13.52,13.6
2026/02/03 16:08:24,00997,普汇中金国际,CHINLINK INTL,,0.029,0.0,0.0,0.029,0.0,0.0,0.0,0,0,0.027,0.029
2026/02/03 16:08:22,00998,中信银行,CITIC BANK,,7.18,-0.08,-1.10193,7.26,7.22,7.36,7.15,14708428,105891450,7.17,7.18
2026/02/03 16:08:24,00999,小菜园,XIAOCAIYUAN,,8.96,-0.39,-4.17112,9.35,9.35,9.77,8.88,3123200,28818562,8.96,8.99
2026/02/03 16:08:24,01000,北青传媒,BEIJING MEDIA,,0.82,-0.04,-4.65116,0.86,0.86,0.86,0.84,94500,80270,0.7,0.82
2026/02/03 16:08:24,01001,沪港联合,HK SH ALLIANCE,,0.4,0.0,0.0,0.4,0.4,0.4,0.4,80000,32000,0.4,0.405
2026/02/03 16:08:24,01002,威铖国际,V.S. INT'L,,0.054,0.0,0.0,0.054,0.0,0.0,0.0,0,0,0.052,0.055
2026/02/03 16:08:24,01003,欢喜传媒,HUANXI MEDIA,,0.28,0.0,0.0,0.28,0.285,0.285,0.27,6890000,1910050,0.27,0.28
2026/02/03 16:08:24,01004,中国智慧能源,C SMARTERENERGY,,0.021,0.002,10.52631,0.019,0.019,0.021,0.019,1718000,35332,0.019,0.021
2026/02/03 16:08:24,01005,MATRIX HOLDINGS,MATRIX HOLDINGS,,0.37,0.0,0.0,0.37,0.0,0.0,0.0,0,0,0.35,0.43
2026/02/03 16:08:24,01007,龙辉国际控股,LONGHUI INTL,,0.07,0.0,0.0,0.07,0.0,0.0,0.0,0,0,0.0,0.0
