品种代码,品种名称,纳入日期
688321,微芯生物,2020-08-12
688099,晶晨股份,2020-08-10
688188,柏楚电子,2020-08-10
688022,瀚川智能,2020-07-22
688008,澜起科技,2020-07-22
688002,睿创微纳,2020-07-22
688012,中微公司,2020-07-22
688029,南微医学,2020-07-22
688007,光峰科技,2020-07-22
688005,容百科技,2020-07-22
688003,天准科技,2020-07-22
688001,华兴源创,2020-07-22
688015,交控科技,2020-07-22
688006,杭可科技,2020-07-22
688011,新光光电,2020-07-22
688088,虹软科技,2020-07-22
688020,方邦股份,2020-07-22
688388,嘉元科技,2020-07-22
688016,心脉医疗,2020-07-22
688019,安集科技,2020-07-22
688066,航天宏图,2020-07-22
688018,乐鑫科技,2020-07-22
688333,铂力特,2020-07-22
688122,西部超导,2020-07-22
688010,福光股份,2020-07-22
688033,天宜上佳,2020-07-22
688028,沃尔德,2020-07-22
688009,中国通号,2020-07-22
603087,甘李药业,2020-07-13
600956,新天绿能,2020-07-13
605166,聚合顺,2020-07-06
601827,三峰环境,2020-06-19
600918,中泰证券,2020-06-17
605288,凯迪股份,2020-06-15
605168,三人行,2020-06-11
603950,长源东谷,2020-06-09
605001,威奥股份,2020-06-05
601778,晶科科技,2020-06-02
603212,赛伍技术,2020-05-19
603392,万泰生物,2020-05-18
603439,贵州三力,2020-05-15
601609,金田铜业,2020-05-11
603682,锦和商业,2020-05-08
603095,越剑智能,2020-04-29
603353,和顺石油,2020-04-21
603221,爱丽家居,2020-04-07
603949,雪龙集团,2020-03-24
603948,建业股份,2020-03-16
601696,中银证券,2020-03-11
603719,良品铺子,2020-03-09
603893,瑞芯微,2020-02-21
603195,公牛集团,2020-02-20
603290,斯达半导,2020-02-18
601816,京沪高铁,2020-02-07
603551,奥普家居,2020-02-06
603109,神驰机电,2020-01-15
603995,甬金股份,2020-01-08
601512,中新集团,2020-01-06
603053,成都燃气,2019-12-31
601658,邮储银行,2019-12-24
601916,浙商银行,2019-12-10
603390,通达电气,2019-12-09
603489,八方股份,2019-11-25
601077,渝农商行,2019-11-12
603610,麒盛科技,2019-11-12
603815,交建股份,2019-11-04
603786,科博达,2019-10-29
603927,中科软,2019-09-24
603093,南华期货,2019-09-16
603755,日辰股份,2019-09-11
603992,松霖科技,2019-09-09
603115,海星股份,2019-08-23
603662,柯力传感,2019-08-20
603530,神马电力,2019-08-19
603613,国联股份,2019-08-13
603279,景津环保,2019-08-12
603687,大胜达,2019-08-09
603983,丸美股份,2019-08-08
603256,宏和科技,2019-08-02
603236,移远通信,2019-07-30
601236,红塔证券,2019-07-19
601698,中国卫通,2019-07-12
603867,新化股份,2019-07-11
600968,海油发展,2019-07-10
603217,元利科技,2019-07-04
603915,国茂股份,2019-06-28
603327,福蓉科技,2019-06-06
603982,泉峰汽车,2019-06-05
600989,宝丰能源,2019-05-30
603267,鸿远电子,2019-05-29
603697,有友食品,2019-05-22
603967,中创物流,2019-05-16
603317,天味食品,2019-04-30
603068,博通集成,2019-04-29
603379,三美股份,2019-04-17
603681,永冠新材,2019-04-10
600928,西安银行,2019-03-15
603956,威派格,2019-03-08
601865,福莱特,2019-03-01
603351,威尔药业,2019-02-20
601615,明阳智能,2019-02-13
603700,宁波水表,2019-02-12
601298,青岛港,2019-02-11
601598,中国外运,2019-02-01
603332,苏州龙杰,2019-01-31
603739,蔚蓝生物,2019-01-30
603121,华培动力,2019-01-25
601975,ST长油,2019-01-22
601860,紫金银行,2019-01-17
603185,上机数控,2019-01-15
603629,利通电子,2019-01-09
603187,海容冷链,2018-12-13
601319,中国人保,2018-11-30
603220,贝通信,2018-11-29
601162,天风证券,2018-11-02
601577,长沙银行,2018-10-17
603583,捷昌驱动,2018-10-15
603810,丰山集团,2018-10-09
603790,雅运股份,2018-09-27
603297,永新光学,2018-09-25
601068,中铝国际,2018-09-14
603192,汇得科技,2018-09-11
603590,康辰药业,2018-09-10
601606,长城军工,2018-08-20
603657,春光科技,2018-08-13
601869,长飞光纤,2018-08-03
603713,密尔克卫,2018-07-27
603706,东方环宇,2018-07-23
603105,芯能科技,2018-07-23
603693,江苏新能,2018-07-17
603650,彤程新材,2018-07-11
603587,地素时尚,2018-07-06
601066,中信建投,2018-07-04
601990,南京证券,2018-06-28
603666,亿嘉和,2018-06-27
601330,绿色动力,2018-06-26
601138,工业富联,2018-06-25
603486,科沃斯,2018-06-11
603045,福达合金,2018-05-31
603013,亚普股份,2018-05-23
603259,药明康德,2018-05-22
603596,伯特利,2018-05-15
603348,文灿股份,2018-05-14
603733,仙鹤股份,2018-05-08
603876,鼎胜新材,2018-05-04
603773,沃格光电,2018-05-03
603301,振德医疗,2018-04-26
603897,长城科技,2018-04-24
603214,爱婴室,2018-04-17
600929,湖南盐业,2018-04-11
603059,倍加洁,2018-03-16
600901,江苏租赁,2018-03-15
603680,今创集团,2018-03-13
603712,七一二,2018-03-12
603156,养元饮品,2018-03-05
603709,中源家居,2018-03-01
603871,嘉友国际,2018-02-27
601360,三六零,2018-02-26
603516,淳中科技,2018-02-23
603506,南都物业,2018-02-22
601838,成都银行,2018-02-14
603356,华菱精工,2018-02-07
603895,天永智能,2018-02-05
601828,美凯龙,2018-01-31
603056,德邦股份,2018-01-30
603161,科华控股,2018-01-19
603080,新疆火炬,2018-01-17
603329,上海雅仕,2018-01-15
603655,朗博科技,2018-01-15
603283,赛腾股份,2018-01-09
603477,振静股份,2018-01-02
600025,华能水电,2017-12-29
603890,春秋电子,2017-12-26
603917,合力科技,2017-12-18
603848,好太太,2017-12-15
603711,香飘飘,2017-12-14
603809,豪能股份,2017-12-12
603685,晨丰科技,2017-12-11
601019,山东出版,2017-12-06
603661,恒林股份,2017-12-05
603365,水星家纺,2017-12-04
600933,爱柯迪,2017-12-01
603619,中曼石油,2017-12-01
603970,中农立华,2017-11-30
603605,珀莱雅,2017-11-29
603076,乐惠国际,2017-11-27
603278,大业股份,2017-11-27
603083,剑桥科技,2017-11-24
603916,苏博特,2017-11-24
600903,贵州燃气,2017-11-21
603507,振江股份,2017-11-20
603856,东宏股份,2017-11-20
603659,璞泰来,2017-11-17
603937,丽岛新材,2017-11-16
603912,佳力图,2017-11-15
603289,泰瑞机器,2017-11-14
603260,合盛硅业,2017-11-13
603607,京华激光,2017-11-08
603722,阿科力,2017-11-08
601108,财通证券,2017-11-07
603922,金鸿顺,2017-11-06
603466,风语筑,2017-11-03
603683,晶华新材,2017-11-03
603396,金辰股份,2017-11-01
603829,洛凯股份,2017-10-31
603499,翔港科技,2017-10-30
603110,东方材料,2017-10-27
603103,横店影视,2017-10-26
603367,辰欣药业,2017-10-20
601086,国芳集团,2017-10-20
603378,亚士创能,2017-10-19
603136,天目湖,2017-10-18
603055,台华新材,2017-10-12
603533,掌阅科技,2017-10-12
603106,恒银金融,2017-10-11
603321,梅轮电梯,2017-09-29
603648,畅联股份,2017-09-27
603386,广东骏亚,2017-09-26
603277,银都股份,2017-09-25
603882,金域医学,2017-09-22
603527,众源新材,2017-09-21
603725,天安新材,2017-09-20
603183,建研院,2017-09-19
603500,祥和实业,2017-09-18
603359,东珠景观,2017-09-15
603127,昭衍新药,2017-09-08
603181,皇马科技,2017-09-07
603079,圣达生物,2017-09-06
603976,正川股份,2017-09-05
601949,中国出版,2017-09-04
603129,春风动力,2017-09-01
603776,永安行,2017-08-31
601326,秦港股份,2017-08-30
603602,纵横通信,2017-08-24
603458,勘设股份,2017-08-23
603535,嘉诚国际,2017-08-22
603978,深圳新星,2017-08-21
603860,中公高科,2017-08-16
603357,设计总院,2017-08-15
603233,大参林,2017-08-14
603063,禾望电气,2017-08-11
603730,岱美股份,2017-08-11
603676,卫信康,2017-08-04
601619,嘉泽新能,2017-08-03
603707,健友股份,2017-08-02
600710,ST常林,2017-08-01
603612,索通发展,2017-08-01
603387,基蛋生物,2017-07-31
603757,大元泵业,2017-07-25
603305,旭升股份,2017-07-24
603933,睿能科技,2017-07-20
603331,百达精工,2017-07-19
603617,君禾股份,2017-07-17
603801,志邦股份,2017-07-14
603938,三孚股份,2017-07-12
603043,广州酒家,2017-07-11
603286,日盈电子,2017-07-11
601878,浙商证券,2017-07-10
603380,易德龙,2017-07-06
603679,华体科技,2017-07-05
603335,迪生力,2017-07-04
603316,诚邦股份,2017-07-03
603326,我乐家居,2017-06-30
603226,菲林格尔,2017-06-29
603980,吉华集团,2017-06-29
603536,惠发股份,2017-06-27
603767,中马传动,2017-06-27
603496,恒为科技,2017-06-21
603042,华脉科技,2017-06-16
603200,上海洗霸,2017-06-15
603196,日播时尚,2017-06-14
603855,华荣股份,2017-06-09
600732,ST新梅,2017-06-07
603383,顶点软件,2017-06-07
603197,保隆科技,2017-06-06
603269,海鸥股份,2017-06-02
603758,秦安股份,2017-06-02
603488,展鹏科技,2017-06-01
601952,苏垦农发,2017-05-31
603180,金牌厨柜,2017-05-26
603086,先达股份,2017-05-25
603113,金能科技,2017-05-25
603896,寿仙谷,2017-05-24
603926,铁流股份,2017-05-24
603229,奥翔药业,2017-05-23
603728,鸣志电器,2017-05-23
603985,恒润股份,2017-05-19
603501,韦尔股份,2017-05-18
603505,金石资源,2017-05-17
603320,迪贝电气,2017-05-16
603787,新日股份,2017-05-12
603920,世运电路,2017-05-11
603096,新经典,2017-05-10
603139,康惠制药,2017-05-08
603232,格尔软件,2017-05-08
603081,大丰实业,2017-05-05
603803,瑞斯康达,2017-05-05
603225,新凤鸣,2017-05-03
603050,科林电气,2017-04-28
603826,坤彩科技,2017-04-28
603797,联泰环保,2017-04-27
601366,利群股份,2017-04-26
603078,江化微,2017-04-24
603906,龙蟠科技,2017-04-24
603538,美诺华,2017-04-21
603586,金麒麟,2017-04-20
603385,惠达卫浴,2017-04-19
601200,上海环境,2017-04-18
603041,美思德,2017-04-17
603303,得邦照明,2017-04-17
601228,广州港,2017-04-14
603178,圣龙股份,2017-04-13
603833,欧派家居,2017-04-13
603717,天域生态,2017-04-12
603768,常青股份,2017-04-11
603656,泰禾光电,2017-04-06
603179,新泉股份,2017-03-31
603811,诚意药业,2017-03-29
603903,中持股份,2017-03-28
603960,克来机电,2017-03-28
603630,拉芳家化,2017-03-27
603665,康隆达,2017-03-27
603955,大千生态,2017-03-24
603991,至正股份,2017-03-22
603908,牧高笛,2017-03-21
603138,海量数据,2017-03-20
603578,三星新材,2017-03-20
603238,诺邦股份,2017-03-08
603345,安井食品,2017-03-08
600939,重庆建工,2017-03-07
603817,海峡环保,2017-03-06
601212,白银有色,2017-03-01
603839,安正时尚,2017-02-28
603330,上海天洋,2017-02-27
603615,茶花股份,2017-02-27
603208,江山欧派,2017-02-24
603040,新坐标,2017-02-23
603626,科森科技,2017-02-23
603637,镇海股份,2017-02-22
603881,数据港,2017-02-22
603177,德创环保,2017-02-21
603360,百傲化学,2017-02-20
603677,奇精机械,2017-02-20
603089,正裕工业,2017-02-16
603358,华达科技,2017-02-15
603966,法兰泰克,2017-02-15
603429,集友股份,2017-02-14
601881,中国银河,2017-02-13
603037,凯众股份,2017-02-10
603638,艾迪精密,2017-02-10
603337,杰克股份,2017-02-09
601858,中国科传,2017-02-08
603165,荣晟环保,2017-02-07
603668,天马科技,2017-02-07
603038,华立股份,2017-02-06
603690,至纯科技,2017-02-03
603628,清源股份,2017-01-26
603639,海利尔,2017-01-26
603579,荣泰健康,2017-01-25
603266,天龙股份,2017-01-24
603689,皖天然气,2017-01-24
603877,太平鸟,2017-01-23
603228,景旺电子,2017-01-20
603035,常熟汽饰,2017-01-19
603444,吉比特,2017-01-18
601375,中原证券,2017-01-17
603186,华正新材,2017-01-17
603239,浙江仙通,2017-01-16
603929,亚翔集成,2017-01-16
603218,日月股份,2017-01-12
603886,元祖股份,2017-01-12
603298,杭叉集团,2017-01-11
600996,贵广网络,2017-01-10
603058,永吉股份,2017-01-09
603577,汇金通,2017-01-06
603416,信捷电气,2017-01-05
603823,百合花,2017-01-04
603878,武进不锈,2017-01-03
603098,森特股份,2016-12-30
603585,苏利股份,2016-12-28
603708,家家悦,2016-12-27
603928,兴业股份,2016-12-26
603036,如通股份,2016-12-23
603990,麦迪科技,2016-12-22
603033,三维股份,2016-12-21
600909,华安证券,2016-12-20
603660,苏州科达,2016-12-15
603319,湘油泵,2016-12-14
603323,吴江银行,2016-12-13
603819,神力股份,2016-12-09
603336,宏辉果蔬,2016-12-08
603900,通灵珠宝,2016-12-07
603727,博迈科,2016-12-06
603987,康德莱,2016-12-05
603858,步长制药,2016-12-02
603633,徕木股份,2016-12-01
601229,上海银行,2016-11-30
603977,国泰集团,2016-11-25
603556,海兴电力,2016-11-24
603060,国检集团,2016-11-23
603203,快克股份,2016-11-22
601882,海天精工,2016-11-21
603716,塞力斯,2016-11-14
603888,新华网,2016-11-11
600926,杭州银行,2016-11-10
603258,电魂网络,2016-11-09
603667,五洲新春,2016-11-08
603859,能科股份,2016-11-04
603160,汇顶科技,2016-10-31
603816,顾家家居,2016-10-28
603313,恒康家居,2016-10-27
603777,来伊份,2016-10-26
603421,鼎信通讯,2016-10-25
603887,城地股份,2016-10-24
601128,常熟银行,2016-10-21
603738,泰晶科技,2016-10-19
600908,无锡银行,2016-10-14
601500,通用股份,2016-10-10
603189,网达软件,2016-09-30
603067,振华股份,2016-09-29
603393,新天然气,2016-09-28
601163,三角轮胎,2016-09-27
603658,安图生物,2016-09-19
603090,宏盛股份,2016-09-14
603031,安德利,2016-09-05
603515,欧普照明,2016-09-02
603986,兆易创新,2016-09-01
601595,上海电影,2016-08-31
601997,贵阳银行,2016-08-30
600936,广西广电,2016-08-29
603159,上海亚虹,2016-08-26
603569,长久物流,2016-08-24
600977,中国电影,2016-08-23
601811,新华文轩,2016-08-22
600919,江苏银行,2016-08-16
603663,三祥新材,2016-08-15
603069,海汽集团,2016-07-26
601966,玲珑轮胎,2016-07-20
603016,新宏泰,2016-07-15
603958,哈森股份,2016-07-13
603909,合诚股份,2016-07-12
601127,小康股份,2016-06-29
603131,上海沪工,2016-06-23
601611,中国核建,2016-06-22
603737,三棵树,2016-06-21
603339,四方冷链,2016-06-02
603101,汇嘉时代,2016-05-20
603528,多伦科技,2016-05-17
603029,天鹅股份,2016-05-12
603726,朗迪集团,2016-05-06
603868,飞科电器,2016-05-03
603701,德宏股份,2016-04-26
603798,康普顿,2016-04-20
603028,赛福天,2016-04-15
603861,白云电器,2016-04-06
603919,金徽酒,2016-03-24
603520,司太立,2016-03-23
603027,千禾味业,2016-03-21
601900,南方传媒,2016-02-29
603299,井神股份,2016-01-15
603778,乾景园林,2016-01-15
603508,思维列控,2016-01-08
603866,桃李面包,2016-01-06
603800,道森股份,2015-12-24
603999,读者传媒,2015-12-24
603696,安记食品,2015-12-23
603936,博敏电子,2015-12-23
601155,新城控股,2015-12-18
603085,天成自控,2015-07-14
603223,恒通股份,2015-07-14
603979,金诚信,2015-07-14
603116,红蜻蜓,2015-07-13
603589,口子窖,2015-07-13
601211,国泰君安,2015-07-10
601368,绿城水务,2015-06-29
601968,宝钢包装,2015-06-26
603066,音飞储存,2015-06-26
603616,韩建河山,2015-06-26
601985,中国核电,2015-06-25
603026,石大胜华,2015-06-12
603300,华铁科技,2015-06-12
603901,永创智能,2015-06-12
603669,灵康药业,2015-06-11
603568,伟明环保,2015-06-11
603669,灵康药业,2015-06-11
603918,金桥信息,2015-06-11
603108,润达医疗,2015-06-10
603598,引力传媒,2015-06-10
603885,吉祥航空,2015-06-10
603022,新通联,2015-06-01
603311,金海环境,2015-06-01
603566,普莱柯,2015-06-01
603968,醋化股份,2015-06-01
603718,海利生物,2015-05-29
603227,雪峰科技,2015-05-29
603989,艾华集团,2015-05-29
603599,广信股份,2015-05-27
603355,莱克电气,2015-05-27
600959,江苏有线,2015-05-13
603567,珍宝岛,2015-05-11
603315,福鞍股份,2015-05-11
603318,派思股份,2015-05-11
603883,老百姓,2015-05-08
603703,盛洋科技,2015-05-08
603025,大豪科技,2015-05-07
603808,歌力思,2015-05-07
603818,曲美股份,2015-05-07
603199,九华旅游,2015-04-10
603020,爱普股份,2015-04-09
603338,浙江鼎力,2015-04-09
600958,东方证券,2015-04-07
603158,腾龙股份,2015-04-03
603012,创力集团,2015-04-03
601689,拓普集团,2015-04-02
603519,立霸股份,2015-04-02
603015,弘讯科技,2015-03-17
603997,继峰股份,2015-03-16
603309,维力医疗,2015-03-16
603969,银龙股份,2015-03-13
601198,东兴证券,2015-03-12
603118,共进股份,2015-03-11
603618,杭电股份,2015-03-10
603898,好莱客,2015-03-10
603898,好莱客,2015-03-10
603939,益丰药房,2015-03-10
603799,华友钴业,2015-02-12
603611,诺力股份,2015-02-11
603698,航天工程,2015-02-11
603558,健盛集团,2015-02-10
603899,晨光文具,2015-02-10
603678,火炬电子,2015-02-09
603686,龙马环卫,2015-02-09
603600,永艺股份,2015-02-06
601069,西部黄金,2015-02-05
603601,再升科技,2015-02-05
601021,春秋航空,2015-02-04
603788,宁波高发,2015-02-03
603017,园区设计,2015-01-16
603889,新澳股份,2015-01-16
603636,南威软件,2015-01-15
603588,高能环境,2015-01-14
601226,华电重工,2014-12-25
601969,海南矿业,2014-12-23
603998,方盛制药,2014-12-19
603368,柳州医药,2014-12-18
603518,维格娜丝,2014-12-17
603166,福达股份,2014-12-11
603088,宁波精达,2014-11-25
603011,合锻股份,2014-11-21
603019,中科曙光,2014-11-20
601015,陕西黑猫,2014-11-19
603988,中电电机,2014-11-18
603688,石英股份,2014-11-14
603606,东方电缆,2014-10-29
603018,设计股份,2014-10-27
603010,万盛股份,2014-10-24
603456,九洲药业,2014-10-24
603169,兰石重装,2014-10-23
600917,重庆燃气,2014-10-21
601016,节能风电,2014-10-20
603306,华懋科技,2014-10-17
603806,福斯特,2014-09-22
601579,会稽山,2014-09-09
603099,长白山,2014-09-05
603609,禾丰牧业,2014-08-22
603100,川仪股份,2014-08-19
603111,康尼机电,2014-08-15
603126,中材节能,2014-08-14
603009,北特科技,2014-08-01
603369,今世缘,2014-07-17
603168,莎普爱思,2014-07-16
603328,依顿电子,2014-07-15
603006,联明股份,2014-07-14
603288,海天味业,2014-02-25
603005,晶方科技,2014-02-24
601225,陕西煤业,2014-02-18
603308,应流股份,2014-02-12
603699,纽威股份,2014-02-07
600023,浙能电力,2014-01-03
600556,ST北生,2013-02-18
603993,洛阳钼业,2012-10-23
603167,渤海轮渡,2012-09-20
603399,新华龙,2012-09-07
603766,隆鑫通用,2012-08-24
601038,一拖股份,2012-08-22
603077,和邦股份,2012-08-14
603008,喜临门,2012-07-31
601608,中信重工,2012-07-20
600455,ST博通,2012-07-04
601339,百隆东方,2012-06-27
601965,中国汽研,2012-06-26
603128,华贸物流,2012-06-12
603366,日出东方,2012-06-04
603002,宏昌电子,2012-06-01
603333,明星电缆,2012-05-21
603123,翠微股份,2012-05-17
603000,人民网,2012-05-15
601388,怡球资源,2012-05-09
601012,隆基股份,2012-04-25
601238,广汽集团,2012-04-17
601800,中国交建,2012-03-23
601929,吉视传媒,2012-03-08
601231,环旭电子,2012-03-05
601515,东风股份,2012-03-01
601336,新华保险,2011-12-30
601555,东吴证券,2011-12-26
601928,凤凰传媒,2011-12-14
601100,恒立油缸,2011-11-11
601669,中国水电,2011-11-01
600313,ST中农,2011-10-20
601996,丰林集团,2011-10-20
601633,长城汽车,2011-10-19
600094,ST华源,2011-10-12
900940,ST华源B,2011-10-12
601677,明泰铝业,2011-10-10
600633,浙报传媒,2011-09-30
601908,京运通,2011-09-23
600681,ST万鸿,2011-09-09
601886,江河幕墙,2011-09-01
600057,象屿股份,2011-08-30
601789,宁波建工,2011-08-30
601636,旗滨集团,2011-08-26
601901,方正证券,2011-08-24
601222,林洋电子,2011-08-22
600727,ST鲁北,2011-08-19
601058,赛轮股份,2011-07-14
601798,蓝科高新,2011-07-06
601567,三星电气,2011-06-29
601010,文峰股份,2011-06-20
601311,骆驼股份,2011-06-17
601599,鹿港科技,2011-06-14
601566,九牧王,2011-06-14
601208,东材科技,2011-06-03
601233,桐昆股份,2011-06-01
601218,吉鑫科技,2011-05-20
601199,江南水务,2011-03-31
601011,宝泰隆,2011-03-23
601116,三江购物,2011-03-16
601992,金隅股份,2011-03-15
601216,内蒙君正,2011-03-08
601616,广电电气,2011-02-22
601799,星宇股份,2011-02-22
601519,大智慧,2011-02-18
601137,博威合金,2011-02-17
601700,风范股份,2011-02-01
601118,海南橡胶,2011-01-21
601126,四方股份,2011-01-17
601890,亚星锚链,2011-01-12
601933,永辉超市,2010-12-30
601880,大连港,2010-12-20
600998,九州通,2010-11-16
601098,中南传媒,2010-11-11
601377,兴业证券,2010-10-27
601177,杭齿前进,2010-10-25
601018,宁波港,2010-10-19
600372,*ST昌河,2010-09-21
601818,光大银行,2010-09-01
601718,际华集团,2010-08-30
601717,郑煤机,2010-08-17
601288,农业银行,2010-07-29
601000,唐山港,2010-07-19
601369,陕鼓动力,2010-05-13
601101,昊华能源,2010-04-15
601158,重庆水务,2010-04-13
601188,龙江交通,2010-04-02
601518,吉林高速,2010-04-02
601607,上海医药,2010-03-19
601688,华泰证券,2010-03-12
601678,滨化股份,2010-03-09
601106,中国一重,2010-03-02
601179,中国西电,2010-02-11
601877,正泰电器,2010-02-04
601801,皖新传媒,2010-02-01
601117,中国化学,2010-01-21
601139,深圳燃气,2010-01-11
600999,招商证券,2009-12-01
600854,ST春兰,2009-11-16
601888,中国国旅,2009-10-29
601618,中国中冶,2009-10-12
601788,光大证券,2009-09-01
601668,中国建筑,2009-08-12
601107,四川成渝,2009-08-10
600187,ST黑龙,2009-04-20
600259,ST有色,2009-01-20
600248,ST化建,2008-12-26
601727,上海电气,2008-12-19
601766,中国南车,2008-09-01
600703,三安光电,2008-07-09
600745,ST天华,2008-07-09
601899,紫金矿业,2008-05-13
601958,金钼股份,2008-05-05
601186,中国铁建,2008-03-24
601898,中煤能源,2008-02-22
601099,太平洋,2008-01-15
601601,中国太保,2008-01-10
601999,出版传媒,2008-01-08
601918,国投新集,2008-01-04
601866,中海集运,2007-12-26
601390,中国中铁,2007-12-17
601857,中国石油,2007-11-19
600629,棱光实业,2007-10-29
601088,中国神华,2007-10-23
601808,中海油服,2007-10-19
601939,建设银行,2007-10-16
601169,北京银行,2007-10-10
601009,南京银行,2007-08-02
601168,西部矿业,2007-07-26
601919,中国远洋,2007-07-10
601328,交通银行,2007-05-29
601998,中信银行,2007-05-18
601008,连云港,2007-05-17
601600,中国铝业,2007-04-30
601007,金陵饭店,2007-04-20
601318,中国平安,2007-03-15
601005,重庆钢铁,2007-03-14
601003,柳钢股份,2007-03-13
601166,兴业银行,2007-02-26
601002,晋亿实业,2007-02-09
601628,中国人寿,2007-01-23
601333,广深铁路,2006-12-22
601991,大唐发电,2006-12-20
601872,招商轮船,2006-12-01
601666,平煤股份,2006-11-23
601398,工商银行,2006-10-27
600017,日照港,2006-10-17
601588,北辰实业,2006-10-16
601699,潞安环能,2006-09-22
601111,中国国航,2006-08-18
601006,大秦铁路,2006-08-01
600048,保利地产,2006-07-31
601988,中国银行,2006-07-05
601001,大同煤业,2006-06-26
600844,丹化科技,2006-01-18
900921,丹科B股,2006-01-18
600617,联华合纤,2005-11-18
900913,联华B股,2005-11-18
600751,天津海运,2005-10-18
900938,*ST天海B,2005-10-18
600970,中材国际,2005-04-12
600027,华电国际,2005-02-03
600053,中江地产,2004-12-28
600613,永生数据,2004-12-13
900904,永生B股,2004-12-13
600862,南通科技,2004-11-25
600873,五洲明珠,2004-10-25
600979,广安爱众,2004-09-06
600961,株冶集团,2004-08-30
600971,恒源煤电,2004-08-17
600987,航民股份,2004-08-09
600973,宝胜股份,2004-08-02
600983,合肥三洋,2004-07-27
600482,风帆股份,2004-07-14
600965,福成五丰,2004-07-13
600984,ST建机,2004-07-07
600982,宁波热电,2004-07-06
600981,江苏开元,2004-06-30
600022,济南钢铁,2004-06-29
600143,金发科技,2004-06-23
600962,国投中鲁,2004-06-22
600420,现代制药,2004-06-16
600995,文山电力,2004-06-15
600975,新五丰,2004-06-09
600966,博汇纸业,2004-06-08
600997,开滦股份,2004-06-02
600461,洪城水业,2004-06-01
600483,福建南纺,2004-05-31
600495,晋西车轴,2004-05-26
600963,岳阳纸业,2004-05-25
600491,龙元建设,2004-05-24
600967,北方创业,2004-05-18
600993,马应龙,2004-05-17
600992,贵绳股份,2004-05-14
600980,北矿磁材,2004-05-12
600114,东睦股份,2004-05-11
600990,四创电子,2004-05-10
600985,雷鸣科化,2004-04-28
600410,华胜天成,2004-04-27
600986,科达股份,2004-04-26
600493,凤竹纺织,2004-04-21
600497,驰宏锌锗,2004-04-20
600976,武汉健民,2004-04-19
600988,ST宝龙,2004-04-14
600572,康恩贝,2004-04-12
600969,郴电国际,2004-04-08
600960,滨州活塞,2004-04-07
600467,好当家,2004-04-05
600405,动力源,2004-04-01
600594,益佰制药,2004-03-23
600463,空港股份,2004-03-18
600284,浦东建设,2004-03-16
600479,千金药业,2004-03-12
600035,楚天高速,2004-03-10
600452,涪陵电力,2004-03-03
600438,通威股份,2004-03-02
600325,华发股份,2004-02-25
600444,国通管业,2004-02-19
600249,两面针,2004-01-30
600540,新赛股份,2004-01-07
600340,国祥股份,2003-12-30
600446,金证股份,2003-12-24
600570,恒生电子,2003-12-16
600476,湘邮科技,2003-12-10
600545,新疆城建,2003-12-03
600527,江南高纤,2003-11-27
600900,长江电力,2003-11-18
600477,杭萧钢构,2003-11-10
600184,新华光,2003-11-06
600021,上海电力,2003-10-29
600469,风神股份,2003-10-21
600406,国电南瑞,2003-10-16
600517,置信电气,2003-10-10
600507,长力股份,2003-09-30
600478,科力远,2003-09-18
600429,三元股份,2003-09-15
600015,华夏银行,2003-09-12
600449,赛马实业,2003-08-29
600547,山东黄金,2003-08-28
600487,亨通光电,2003-08-22
600348,国阳新能,2003-08-21
600480,凌云股份,2003-08-15
600489,中金黄金,2003-08-14
600020,中原高速,2003-08-08
600352,浙江龙盛,2003-08-01
600546,中油化建,2003-07-31
600029,南方航空,2003-07-25
600425,青松建化,2003-07-24
600475,华光股份,2003-07-21
600271,航天信息,2003-07-11
600439,瑞贝卡,2003-07-10
600435,中兵光电,2003-07-04
600031,三一重工,2003-07-03
600273,华芳纺织,2003-06-27
600490,中科合臣,2003-06-26
600433,冠豪高新,2003-06-19
600409,三友化工,2003-06-18
600436,片仔癀,2003-06-16
600251,冠农股份,2003-06-09
600584,长电科技,2003-06-03
600392,太工天成,2003-05-29
600459,贵研铂业,2003-05-16
600004,白云机场,2003-04-28
600481,双良股份,2003-04-22
600502,安徽水利,2003-04-15
600343,航天动力,2003-04-08
600575,芜湖港,2003-03-28
600039,四川路桥,2003-03-25
600513,联环药业,2003-03-19
600460,士兰微,2003-03-11
600370,三房巷,2003-03-06
600521,华海药业,2003-03-04
600573,惠泉啤酒,2003-02-26
600576,万好万家,2003-02-20
600562,高淳陶瓷,2003-01-28
600537,海通集团,2003-01-23
600538,北海国发,2003-01-14
600012,皖通高速,2003-01-07
600030,中信证券,2003-01-06
600512,腾达建设,2002-12-26
600458,时代新材,2002-12-19
600563,法拉电子,2002-12-10
600511,国药股份,2002-11-27
600353,旭光股份,2002-11-20
600552,方兴科技,2002-11-08
600549,厦门钨业,2002-11-07
600571,信雅达,2002-11-01
600559,老白干酒,2002-10-29
600522,中天科技,2002-10-24
600499,科达机电,2002-10-10
600050,中国联通,2002-10-09
600587,新华医疗,2002-09-27
600351,亚宝药业,2002-09-26
600560,金自天正,2002-09-19
600557,康缘药业,2002-09-18
600371,万向德农,2002-09-16
600577,精达股份,2002-09-11
600551,时代出版,2002-09-05
600516,方大炭素,2002-08-30
600597,光明乳业,2002-08-28
600535,天士力,2002-08-23
600581,八一钢铁,2002-08-16
600586,金晶科技,2002-08-15
600579,ST黄海,2002-08-09
600592,龙溪股份,2002-08-05
