品种代码,品种名称,纳入日期
600531,豫光金铅,2002-07-30
600526,菲达环保,2002-07-22
600561,江西长运,2002-07-16
600503,华丽家族,2002-07-09
600590,泰豪科技,2002-07-03
600397,安源股份,2002-07-02
600327,大厦股份,2002-06-25
600426,华鲁恒升,2002-06-20
600510,黑牡丹,2002-06-18
600580,卧龙电气,2002-06-06
600496,精工钢构,2002-06-05
600529,山东药玻,2002-06-03
600505,西昌电力,2002-05-30
600026,中海发展,2002-05-23
600536,中国软件,2002-05-17
600582,天地科技,2002-05-15
600578,京能热电,2002-05-10
600415,小商品城,2002-05-09
600486,扬农化工,2002-04-25
600428,中远航运,2002-04-18
600456,宝钛股份,2002-04-12
600036,招商银行,2002-04-09
600598,北大荒,2002-03-29
600533,栖霞建设,2002-03-28
600350,山东高速,2002-03-18
600373,鑫新股份,2002-03-04
600509,天富热电,2002-02-28
600585,海螺水泥,2002-02-07
600583,海油工程,2002-02-05
600379,宝光股份,2002-01-16
600362,江西铜业,2002-01-11
600520,三佳科技,2002-01-08
600523,贵航股份,2001-12-27
600548,深高速,2001-12-25
600331,宏达股份,2001-12-20
600567,山鹰纸业,2001-12-18
600391,成发科技,2001-12-12
600011,华能国际,2001-12-06
600361,华联综超,2001-11-29
600322,天房发展,2001-09-10
600596,新安股份,2001-09-06
600448,华纺股份,2001-09-03
600508,上海能源,2001-08-29
600519,贵州茅台,2001-08-27
600418,江淮汽车,2001-08-24
600498,烽火通信,2001-08-23
600566,洪城股份,2001-08-22
600346,大橡塑,2001-08-20
600569,安阳钢铁,2001-08-20
600028,中国石化,2001-08-08
600419,*ST天宏,2001-06-28
600488,天药股份,2001-06-18
600468,百利电气,2001-06-15
600501,航天晨光,2001-06-15
600380,健康元,2001-06-08
600329,*ST中新,2001-06-06
600395,盘江股份,2001-05-31
600528,中铁二局,2001-05-28
600588,用友软件,2001-05-18
600295,鄂尔多斯,2001-04-26
600356,恒丰纸业,2001-04-19
600383,金地集团,2001-04-12
600363,联创光电,2001-03-29
600367,红星发展,2001-03-20
600315,上海家化,2001-03-15
600376,首开股份,2001-03-12
600010,包钢股份,2001-03-09
600250,南纺股份,2001-03-06
600335,鼎盛天工,2001-03-05
600272,开开实业,2001-02-28
600310,桂东电力,2001-02-28
600550,天威保变,2001-02-28
600558,大西洋,2001-02-27
600312,平高电气,2001-02-21
600386,北巴传媒,2001-02-16
600033,福建高速,2001-02-09
600037,歌华有线,2001-02-08
600305,恒顺醋业,2001-02-06
600332,广州药业,2001-02-06
600330,天通股份,2001-01-18
600326,西藏天路,2001-01-16
600377,宁沪高速,2001-01-16
600390,金瑞科技,2001-01-15
600378,天科股份,2001-01-11
600389,江山股份,2001-01-10
600369,*ST长运,2001-01-09
600400,红豆股份,2001-01-08
600309,烟台万华,2001-01-05
600336,澳柯玛,2000-12-29
600398,凯诺科技,2000-12-28
600338,ST珠峰,2000-12-27
600323,南海发展,2000-12-25
600339,天利高新,2000-12-25
600328,兰太实业,2000-12-22
600345,长江通信,2000-12-22
600320,振华港机,2000-12-21
600368,五洲交通,2000-12-21
600307,酒钢宏兴,2000-12-20
600016,民生银行,2000-12-19
600038,哈飞股份,2000-12-18
600316,洪都航空,2000-12-15
600302,标准股份,2000-12-13
600019,宝钢股份,2000-12-12
600333,长春燃气,2000-12-11
600318,巢东股份,2000-12-08
600422,昆明制药,2000-12-06
600252,中恒集团,2000-11-30
600288,大恒科技,2000-11-29
600337,美克股份,2000-11-27
600281,太化股份,2000-11-09
600292,九龙电力,2000-11-01
600366,宁波韵升,2000-10-30
600276,恒瑞医药,2000-10-18
600283,钱江水利,2000-10-18
600285,羚锐股份,2000-10-18
600308,华泰股份,2000-09-28
600246,万通地产,2000-09-22
600282,南钢股份,2000-09-19
600293,三峡新材,2000-09-19
600298,安琪酵母,2000-08-18
600279,重庆港九,2000-07-31
600267,海正药业,2000-07-25
600261,浙江阳光,2000-07-20
600018,上港集团,2000-07-19
600278,东方创业,2000-07-12
600262,北方股份,2000-06-30
600235,民丰特纸,2000-06-15
600257,洞庭水殖,2000-06-12
600237,铜峰电子,2000-06-09
600233,大杨创世,2000-06-08
600232,金鹰股份,2000-06-02
600258,首旅股份,2000-06-01
600256,广汇股份,2000-05-26
600269,赣粤高速,2000-05-18
600231,凌钢股份,2000-05-11
600008,首创股份,2000-04-27
600299,蓝星新材,2000-04-20
600230,沧州大化,2000-04-06
600236,桂冠电力,2000-03-23
600229,青岛碱业,2000-03-09
600500,中化国际,2000-03-01
600227,赤天化,2000-02-21
600223,ST万杰,2000-01-13
600219,南山铝业,1999-12-23
600217,ST秦岭,1999-12-16
600268,国电南自,1999-11-18
600000,浦发银行,1999-11-10
600222,太龙药业,1999-11-05
600216,浙江医药,1999-10-21
600197,伊力特,1999-09-16
600210,紫江企业,1999-08-24
600006,东风汽车,1999-07-27
600211,西藏药业,1999-07-21
600207,ST安彩,1999-07-14
600208,新湖中宝,1999-06-23
600141,兴发集团,1999-06-16
600185,海星科技,1999-06-11
600202,哈空调,1999-06-03
600203,福日电子,1999-05-14
600359,新农开发,1999-04-29
600176,中国玻纤,1999-04-22
600173,卧龙地产,1999-04-15
600206,有研硅股,1999-03-19
600007,中国国贸,1999-03-12
600266,北京城建,1999-02-03
600167,联美控股,1999-01-28
600201,金宇集团,1999-01-15
600195,中牧股份,1999-01-07
600192,长城电工,1998-12-24
600123,兰花科创,1998-12-17
600218,全柴动力,1998-12-03
600172,黄河旋风,1998-11-26
600177,雅戈尔,1998-11-19
600183,生益科技,1998-10-28
600178,东安动力,1998-10-14
600189,吉林森工,1998-10-07
600171,上海贝岭,1998-09-24
600155,*ST宝硕,1998-09-18
600186,莲花味精,1998-08-25
600199,金种子酒,1998-08-12
600196,复星医药,1998-08-07
600180,*ST九发,1998-07-03
600188,兖州煤业,1998-07-01
600160,巨化股份,1998-06-26
600170,上海建工,1998-06-23
600153,建发股份,1998-06-16
600161,天坛生物,1998-06-16
600152,维科精华,1998-06-09
600162,香江控股,1998-06-09
600151,航天机电,1998-06-05
600163,福建南纸,1998-06-02
600166,福田汽车,1998-06-02
600156,华升股份,1998-05-27
600159,大龙地产,1998-05-26
600148,长春一东,1998-05-20
600150,中国船舶,1998-05-20
600125,铁龙物流,1998-05-11
600127,金健米业,1998-05-06
600168,武汉控股,1998-04-27
600137,浪莎股份,1998-04-16
600131,岷江水电,1998-04-02
600158,中体产业,1998-03-27
600126,杭钢股份,1998-03-11
600009,上海机场,1998-02-18
600133,东湖高新,1998-02-12
600135,乐凯胶片,1998-01-22
600121,郑州煤电,1998-01-07
600138,中青旅,1997-12-03
600120,浙江东方,1997-12-01
600104,上海汽车,1997-11-25
600129,太极集团,1997-11-18
600115,东方航空,1997-11-05
600132,重庆啤酒,1997-10-30
600113,浙江东日,1997-10-21
600110,中科英华,1997-10-07
600105,永鼎股份,1997-09-29
600111,包钢稀土,1997-09-24
600118,中国卫星,1997-09-08
600128,弘业股份,1997-09-01
600108,亚盛集团,1997-08-18
900948,伊泰B股,1997-08-08
600109,国金证券,1997-08-07
900947,振华B股,1997-08-05
600116,三峡水利,1997-08-04
600098,广州控股,1997-07-18
600095,哈高科,1997-07-08
600096,云天化,1997-07-08
600073,上海梅林,1997-07-04
600099,林海股份,1997-07-04
600081,东风科技,1997-07-03
600103,青山纸业,1997-07-03
600100,同方股份,1997-06-27
600101,明星电力,1997-06-27
600085,同仁堂,1997-06-25
600082,海泰发展,1997-06-20
600097,开创国际,1997-06-19
600089,特变电工,1997-06-18
600106,重庆路桥,1997-06-18
600075,新疆天业,1997-06-17
600088,中视传媒,1997-06-16
600072,中船股份,1997-06-03
600058,五矿发展,1997-05-28
600063,皖维高新,1997-05-28
600071,凤凰光学,1997-05-28
600076,ST华光,1997-05-26
600062,双鹤药业,1997-05-22
600055,万东医疗,1997-05-19
600061,中纺投资,1997-05-19
600059,古越龙山,1997-05-16
600056,中国医药,1997-05-15
600066,宇通客车,1997-05-08
600067,冠城大通,1997-05-08
600054,黄山旅游,1997-05-06
600064,南京高科,1997-05-06
600798,宁波海运,1997-04-23
600060,海信电器,1997-04-22
600797,浙大网新,1997-04-18
600052,浙江广厦,1997-04-15
600051,宁波联合,1997-04-10
600796,钱江生化,1997-04-08
600795,国电电力,1997-03-18
600794,保税科技,1997-03-06
600790,轻纺城,1997-02-28
600789,鲁抗医药,1997-02-26
600793,*ST宜纸,1997-02-20
600791,京能置业,1997-01-30
600792,*ST马龙,1997-01-23
600787,中储股份,1997-01-21
600785,新华百货,1997-01-08
900943,开开B股,1997-01-08
600782,新钢股份,1996-12-25
600783,鲁信高新,1996-12-25
600784,鲁银投资,1996-12-25
600779,水井坊,1996-12-06
600780,通宝能源,1996-12-05
600778,友好集团,1996-12-03
600776,东方通信,1996-11-26
900942,黄山B股,1996-11-22
600770,综艺股份,1996-11-20
600775,南京熊猫,1996-11-18
600768,宁波富邦,1996-11-11
600773,ST雅砻,1996-11-08
600774,汉商集团,1996-11-08
600765,力源液压,1996-11-06
600771,ST东盛,1996-11-05
600764,中电广通,1996-11-04
600769,祥龙电业,1996-11-01
600763,通策医疗,1996-10-30
600758,红阳能源,1996-10-29
600749,西藏旅游,1996-10-15
600754,锦江股份,1996-10-11
600760,东安黑豹,1996-10-11
600761,安徽合力,1996-10-09
600755,厦门国贸,1996-10-03
600757,ST源发,1996-10-03
600748,上实发展,1996-09-25
600750,江中药业,1996-09-23
600756,浪潮软件,1996-09-23
600746,江苏索普,1996-09-18
600743,ST幸福,1996-09-09
600744,华银电力,1996-09-05
600741,巴士股份,1996-08-26
600742,一汽富维,1996-08-26
600739,辽宁成大,1996-08-19
600733,北汽蓝谷,1996-08-16
600736,苏州高新,1996-08-15
900941,东信B股,1996-08-09
600740,山西焦化,1996-08-08
600731,湖南海利,1996-08-02
600738,兰州民百,1996-08-02
600737,中粮屯河,1996-07-31
600730,中国高科,1996-07-26
600720,祁连山,1996-07-16
600724,宁波富达,1996-07-16
600728,SST新太,1996-07-16
600716,ST耀华,1996-07-02
600729,重庆百货,1996-07-02
600713,南京医药,1996-07-01
900939,ST汇丽B,1996-06-28
600712,南宁百货,1996-06-26
600722,ST金化,1996-06-26
600718,东软集团,1996-06-18
600717,天津港,1996-06-14
600704,中大股份,1996-06-06
600708,海博股份,1996-06-06
600714,ST金瑞,1996-06-06
600897,厦门空港,1996-05-31
600707,彩虹股份,1996-05-20
600706,ST长信,1996-05-16
600895,张江高科,1996-04-22
600893,航空动力,1996-04-08
600894,广钢股份,1996-03-28
600887,伊利股份,1996-03-12
600889,南京化纤,1996-03-08
600888,新疆众和,1996-02-15
600885,力诺太阳,1996-02-05
600884,杉杉股份,1996-01-30
600886,国投电力,1996-01-18
600883,博闻科技,1995-12-08
600882,大成股份,1995-12-06
600879,火箭股份,1995-11-15
600880,博瑞传播,1995-11-15
600881,亚泰集团,1995-11-15
600876,*ST洛玻,1995-10-31
900936,鄂绒B股,1995-10-20
600875,东方电气,1995-10-10
600874,创业环保,1995-06-30
600871,S仪化,1995-04-11
600869,三普药业,1995-02-06
600872,中炬高新,1995-01-24
900934,锦江B股,1994-12-15
900932,陆家B股,1994-11-22
900929,锦旅B股,1994-09-28
600868,*ST梅雁,1994-09-12
600867,通化东宝,1994-08-24
600866,星湖科技,1994-08-18
600864,哈投股份,1994-08-09
600865,百大集团,1994-08-09
600861,北京城乡,1994-05-20
600863,内蒙华电,1994-05-20
600858,银座股份,1994-05-06
600859,王府井,1994-05-06
900928,自仪B股,1994-04-29
600855,航天长峰,1994-04-25
600857,工大首创,1994-04-25
600851,海欣股份,1994-04-04
600853,龙建股份,1994-04-04
900927,物贸B股,1994-03-30
600847,ST渝万里,1994-03-24
600848,自仪股份,1994-03-24
600850,华东电脑,1994-03-24
900926,宝信B,1994-03-15
600839,四川长虹,1994-03-11
600841,上柴股份,1994-03-11
600843,上工申贝,1994-03-11
600845,宝信软件,1994-03-11
600846,同济科技,1994-03-11
900924,上工B股,1994-03-11
600828,成商集团,1994-02-24
600829,三精制药,1994-02-24
600830,香溢融通,1994-02-24
600833,第一医药,1994-02-24
600834,申通地铁,1994-02-24
600835,上海机电,1994-02-24
600838,上海九百,1994-02-24
600822,上海物贸,1994-02-04
600824,益民商业,1994-02-04
600825,新华传媒,1994-02-04
600826,兰生股份,1994-02-04
600827,友谊股份,1994-02-04
900925,机电B股,1994-01-31
600818,中路股份,1994-01-28
600819,耀皮玻璃,1994-01-28
600820,隧道股份,1994-01-28
600812,华北制药,1994-01-14
600814,杭州解百,1994-01-14
600808,马钢股份,1994-01-06
600809,山西汾酒,1994-01-06
600810,神马实业,1994-01-06
900923,友谊B股,1994-01-05
600801,华新水泥,1994-01-03
600802,福建水泥,1994-01-03
600803,威远生化,1994-01-03
600805,悦达投资,1994-01-03
600807,天业股份,1994-01-03
900922,三毛B股,1993-12-31
900920,上柴B股,1993-12-28
900918,耀皮B股,1993-12-10
900917,海欣B股,1993-12-08
600697,欧亚集团,1993-12-06
600699,ST得亨,1993-12-06
600800,SST磁卡,1993-12-06
600693,东百集团,1993-11-22
600694,大商股份,1993-11-22
600690,青岛海尔,1993-11-19
600691,ST东碳,1993-11-19
600692,亚通股份,1993-11-19
900916,金山B股,1993-11-19
900915,中路B股,1993-11-15
600686,金龙汽车,1993-11-08
600688,S上石化,1993-11-08
600689,上海三毛,1993-11-08
600684,珠江实业,1993-10-28
600685,广船国际,1993-10-28
600683,银泰股份,1993-10-25
600682,南京新百,1993-10-18
900914,锦投B股,1993-10-18
600678,四川金顶,1993-10-08
600679,金山开发,1993-10-08
600676,交运股份,1993-09-28
600674,川投能源,1993-09-24
600675,中华企业,1993-09-24
600673,东阳光铝,1993-09-17
600600,青岛啤酒,1993-08-27
600667,太极实业,1993-07-28
600668,尖峰集团,1993-07-28
900912,外高B股,1993-07-26
600642,申能股份,1993-07-19
600665,天地源,1993-07-09
600664,哈药股份,1993-06-29
600663,陆家嘴,1993-06-28
600661,交大南洋,1993-06-14
600662,强生控股,1993-06-14
600660,福耀玻璃,1993-06-10
600650,锦江投资,1993-06-07
900911,金桥B股,1993-05-31
600657,ST天桥,1993-05-24
600658,兆维科技,1993-05-24
600649,城投控股,1993-05-18
600645,ST协和,1993-05-04
600648,外高桥,1993-05-04
600643,爱建股份,1993-04-26
600644,乐山电力,1993-04-26
600640,中卫国脉,1993-04-07
600641,万业企业,1993-04-07
600638,新黄浦,1993-03-26
600639,浦东金桥,1993-03-26
600637,广电信息,1993-03-16
600635,大众公用,1993-03-04
600630,龙头股份,1993-02-09
600628,新世界,1993-01-19
900910,海立B股,1993-01-18
600626,申达股份,1993-01-07
600623,双钱股份,1992-12-04
900909,双钱B股,1992-12-04
600622,嘉宝集团,1992-12-03
600621,上海金陵,1992-12-02
600620,天宸股份,1992-11-17
600619,海立股份,1992-11-16
600618,氯碱化工,1992-11-13
900908,氯碱B股,1992-11-13
600616,金枫酒业,1992-09-29
600655,豫园商城,1992-09-02
600612,中国铅笔,1992-08-14
900905,中铅B股,1992-08-14
600611,大众交通,1992-08-07
900903,大众B股,1992-08-07
600609,金杯汽车,1992-07-24
900902,*ST二纺B,1992-07-01
600605,汇通能源,1992-03-27
600605,汇通能源,1992-03-27
600606,金丰投资,1992-03-27
900901,上电B股,1992-02-21
600602,广电电子,1990-12-19
600653,申华控股,1990-12-19
